"Date","Return","Vol_HAR","VaR_HAR_1","ES_HAR_1","VaR_HAR_5","ES_HAR_5","RV_AAPL"
2013-02-07,-12.354938181,1.59913614643254,-4.08125933876279,-4.82577387758081,-2.6677504928695,-3.51773424091801,4.47035938949291
2013-02-08,-2.3573806881,1.70201560644523,-4.36272664575292,-5.46803176081871,-2.86028932715714,-3.83307201042671,1.73714532151104
2013-02-11,2.2619805401,1.84515595274872,-4.74622424161301,-5.94460058531877,-3.10804239451857,-4.16946902309333,2.08536832686616
2013-02-12,1.8762643665,1.69741124385015,-4.35095558105825,-5.45353805713856,-2.84394768756054,-3.82040445299752,2.99127333887124
2013-02-13,-0.31422523844,1.71184119472141,-4.38908914277213,-5.50097670933854,-2.86948348182463,-3.85409215921639,2.89035216670581
2013-02-14,-0.29332574477,1.77348847432792,-4.55419486339353,-5.70596838489244,-2.97972722968808,-3.99984794238995,1.99025091270795
2013-02-15,-0.41054688363,1.75017784299558,-4.49197842382625,-5.62898013083798,-2.93834309703166,-3.94504022610093,1.16424412661595
2013-02-19,-2.4919536176,1.62129365380958,-4.14743127122345,-5.20086037056166,-2.70802719271144,-3.64073190722683,2.09064983927282
2013-02-20,3.5106123225,1.55259199419522,-3.96404974772009,-4.97293275151391,-2.58546665453953,-3.47878091432483,1.65943415553387
2013-02-21,-0.10789701291,1.60405992931865,-4.10156248309807,-5.14424277672213,-2.6774916166119,-3.60037449321614,2.39526993302129
2013-02-22,2.9733890477,1.53379897432546,-3.91328793932294,-4.91027641725451,-2.55161171084214,-3.43405807463036,1.46998167836765
2013-02-25,1.443765751,1.56062384553048,-3.9851569331297,-4.99990148128538,-2.59962768341084,-3.49766543959943,1.50080917255148
2013-02-26,1.0421491432,1.48846229923784,-3.79192607594205,-4.76005163169472,-2.47040986061688,-3.3270703776824,3.37802291138288
2013-02-27,-2.5066155482,1.5017184589502,-3.82678230396437,-4.80313134358911,-2.49366009163993,-3.35772733029717,6.10549823516867
2013-02-28,-0.19021158369,1.64283912590822,-4.20891723088312,-5.28003732391973,-2.74979616668229,-3.69630670078266,1.61614299361823
2013-03-01,-0.089933834352,1.9143239500013,-4.93714330042671,-6.1846011792994,-3.23717881944188,-4.33917052937132,2.05775271712348
2013-03-04,-1.3780835423,1.66481866892918,-4.26115327421125,-5.31578046886558,-2.77732706830835,-3.72845472493137,1.88436991844674
2013-03-05,-0.036943671694,1.7048796250098,-4.37159167793751,-5.45220071863936,-2.85144822804205,-3.82562865991115,3.09962947425224
2013-03-06,-2.4217917781,1.70753038844592,-4.37840180512499,-5.46054713389765,-2.85602530965287,-3.83155050433976,2.21660140059494
2013-03-07,-0.62158850396,1.76438795822863,-4.52951846792223,-5.64787845893986,-2.9566920231122,-3.96481945090092,2.13832929626844
2013-03-08,1.0648791642,1.5923489219518,-4.06872735736259,-5.0779515751885,-2.64935255947356,-3.5591364315822,1.89175497669369
2013-03-11,-1.7768017568,1.60580916113651,-4.10415071888098,-5.12194007636064,-2.6728526916627,-3.59041755600696,2.33532225286564
2013-03-12,1.3934056007,1.58332668374733,-4.04851037808519,-5.05369393890997,-2.63605807912101,-3.5416586131983,2.68168685294743
