"Date","Return","Vol_HAR","VaR_HAR_1","ES_HAR_1","VaR_HAR_5","ES_HAR_5","RV_AAPL"
2016-03-18,0.74441687357,1.24929381245743,-3.32193696773483,-4.42290267094954,-2.11904042627003,-2.98902298033597,0.765443385730726
2016-03-21,1.487684729,1.18807661804608,-3.1532123577827,-4.20019641278908,-2.00900088195611,-2.83645798818466,1.79498819093403
2016-03-22,-1.106688671,1.15843568385442,-3.07152683026527,-4.09251169672441,-1.95616834346605,-2.76288553347624,0.994699435008795
2016-03-23,-0.82458034758,1.28149454865227,-3.41295262696371,-4.54272754672077,-2.17819408246249,-3.07113954365784,0.782559837091788
2016-03-24,0.089082450722,1.21690431769,-3.23492606289932,-4.30780993758041,-2.06235371641131,-2.91033341947665,0.702575570001401
2016-03-28,0.049446202502,1.1777989283974,-3.12757332207225,-4.1660364480898,-1.99238344551659,-2.81326408124846,0.805741551882061
2016-03-29,1.0773944845,1.15118747367021,-3.0546818669225,-4.06967691155084,-1.94467415325373,-2.74720869772522,0.839445777081116
2016-03-30,0.25425386266,1.15750370579878,-3.07274656568687,-4.09357976267841,-1.95701411108806,-2.76388060214587,1.57664213225227
2016-03-31,2.0093640265,1.11205889665109,-2.94818856575283,-3.92913870601002,-1.87636566195921,-2.65156202946763,1.04820534741055
2016-04-01,1.329126028,1.19646841439816,-3.18073371710976,-4.23602816454217,-2.02735423576081,-2.86144670451112,0.910823896073218
2016-04-04,-0.16042276111,1.16892513490367,-3.10448398697135,-4.13537771346514,-1.97754373483301,-2.79245221857427,1.27248694677999
2016-04-05,0.11342155012,1.16541810075315,-3.09623262347677,-4.12436077552412,-1.97203508715249,-2.78489589773389,1.32900342083535
2016-04-06,-0.0094410876954,1.2137540533818,-3.22882932538306,-4.29960312312021,-2.05831269852577,-2.90478203072156,0.865991959629462
2016-04-07,0.76480030202,1.23958804901079,-3.29991966297743,-4.39332679267213,-2.10323267836616,-2.9667433349608,1.21362288368836
2016-04-08,-0.55284857563,1.17011671195381,-3.10745259607771,-4.13936256708056,-1.97800380157073,-2.79290395515191,1.08740781203085
2016-04-11,-0.4334306981,1.20263628508785,-3.19796536611064,-4.25880234962734,-2.03692039374746,-2.87469642736597,1.20137568950284
2016-04-12,-0.45424434575,1.19986817728394,-3.19008531150376,-4.24842210478181,-2.0317839291063,-2.86758524479301,1.40736590827617
2016-04-13,2.367145166,1.2039418421138,-3.20178939460314,-4.2638091773801,-2.03946774262279,-2.87821034034935,0.995323554683571
2016-04-14,1.7459138187,1.22024770104041,-3.24648033926748,-4.32282540844837,-2.06847550393636,-2.91849440455744,0.557709137802478
2016-04-15,-0.52026286976,1.19637220991416,-3.18106575794312,-4.23668866841345,-2.02584622019526,-2.85943342969672,1.25613804851819
2016-04-18,0.91751536838,1.13225686508934,-3.00396690026981,-4.00299035030091,-1.91067858687136,-2.69958865167457,1.24174830044038
2016-04-19,1.0273661243,1.19215683152862,-3.17141182986214,-4.22399835657534,-2.01958427809869,-2.85079449377919,1.21593026576442
2016-04-20,-1.1789056874,1.19275471825874,-3.17332580533212,-4.22646150495506,-2.02085867828135,-2.85250124723836,0.988376321109468
2016-04-21,1.0472634549,1.1820928060029,-3.14435281624217,-4.18814783963925,-2.00208490603654,-2.82637725936781,1.10045186065756
2016-04-22,-2.1809661138,1.16502681673534,-3.09761203416036,-4.12656599784683,-1.97165821651514,-2.78418442434293,1.30543743574536
2016-04-25,0.11055831964,1.19676602174913,-3.18552006106824,-4.24244461893927,-2.02999979885663,-2.86482857438824,0.851265171786557
2016-04-26,0.33130866923,1.21461223251866,-3.23494873104104,-4.30768192561353,-2.06209536720229,-2.90944269496674,1.58590489810308
2016-04-27,1.3025133003,1.16350915752292,-3.09342213395465,-4.12090225503413,-1.97002931509349,-2.78162847912241,2.44284829523992
2016-04-28,1.4487504528,1.23670611223872,-3.29497381534435,-4.38685346649443,-2.1011523089937,-2.96360242579395,2.14664732987605
2016-04-29,0.053552302779,1.360099407491,-3.63520928704117,-4.83578851777042,-2.32243858943838,-3.27077151988011,2.06723422420947
2016-05-02,-2.0071364854,1.38604105708409,-3.70653199702744,-4.92986956843027,-2.36881739768944,-3.33514041989633,1.70724020386161
2016-05-03,-2.1574874829,1.41187549782714,-3.77823117238673,-5.02449574815176,-2.41427267367866,-3.39801254997958,1.65330317806384
2016-05-04,-0.5303312244,1.42404409073569,-3.81211646459146,-5.06922715526157,-2.43631162213342,-3.42858577105709,1.50329774946775
2016-05-05,0.20578056301,1.42510119721036,-3.81449354216613,-5.07230342849008,-2.43791616987557,-3.43073113600136,1.19113469440823
2016-05-06,-1.0827966023,1.37962277607527,-3.68867642298667,-4.90614491714686,-2.35616554045434,-3.31711374922154,1.32661366950432
2016-05-09,-0.27366235727,1.31992981871384,-3.52440892762635,-4.68961121349089,-2.24925736174518,-3.16891742739584,1.09210257641598
2016-05-10,-0.56775170333,1.29895556929525,-3.466877641435,-4.61368368223574,-2.21185031152359,-3.11698945754469,1.28548287706945
2016-05-11,-0.69470879325,1.25628965644523,-3.34856023172815,-4.45760981628848,-2.1348840974479,-3.0101858705771,1.11640812705506
2016-05-12,-6.2577862962,1.25453462409842,-3.34324826692597,-4.45038870547309,-2.13155148345235,-3.00536592339121,2.36612174187295
2016-05-13,-3.056634635,1.22552872769008,-3.32175794066303,-4.4617694958768,-2.08049880986076,-2.96663389315112,1.70184543571201
2016-05-16,-1.1494252873,1.36229246558969,-3.70617691713438,-4.97296486535465,-2.33319623659129,-3.31699858854478,1.46502359013196
2016-05-17,-0.10667804563,1.33576023551151,-3.63233159310208,-4.87481259553742,-2.28585079692151,-3.25074622894962,1.35600268422472
2016-05-18,1.6445963263,1.3375993145177,-3.63773572356543,-4.88187521028634,-2.28945797945611,-3.25555010014366,1.7470631213641
2016-05-19,-1.0401344821,1.3333751000487,-3.62587497057461,-4.86676884452339,-2.28151202995175,-3.24525124372495,1.47605184609534
2016-05-20,-0.40589617602,1.38499184637722,-3.77079811650611,-5.06040106457274,-2.37414621519813,-3.37584920430677,0.584824633062232
2016-05-23,-0.55770055778,1.33127477055422,-3.62093655550294,-4.86263144333818,-2.27760682485839,-3.2422368451695,0.850636157589641
2016-05-24,0.075496117461,1.22048530769463,-3.31136519767925,-4.45023477285309,-2.07912009752269,-2.96403303178453,0.546288924192481
2016-05-25,0.67895247321,1.21130976453382,-3.28521914076308,-4.41564651336338,-2.06237192580178,-2.94064509138697,0.78933868460326
2016-05-26,-0.9740954828,1.14898056119468,-3.10948465210455,-4.18232017770501,-1.94948789436451,-2.78305972281852,1.26632711637126
2016-05-27,-2.3456923575,1.12112582094829,-3.03132651533335,-4.0784633063587,-1.89956500353702,-2.71299488057405,0.631470046069254
2016-05-31,0.19924728804,1.146869071722,-3.10385053365128,-4.17501316035645,-1.96937455266809,-2.7811943651823,0.697306924381177
2016-06-01,3.7118868759,1.09466850695997,-2.95764432249867,-3.9793924444773,-1.87470086206009,-2.64917271365109,0.785833374025467
2016-06-02,-0.41542394547,1.08811298083923,-2.93801551743681,-3.95411426724559,-1.8394881700369,-2.62729652439426,1.11438846920946
2016-06-03,1.1445074339,1.10374304488447,-2.98115651935977,-4.01173740443479,-1.86701389308585,-2.66603995180168,0.75097498125087
2016-06-06,-0.38071065992,1.14347864071396,-3.09315213963814,-4.16076614118041,-1.93882914342116,-2.76661609156143,0.797994114504112
2016-06-07,1.0828025477,1.0869516955199,-2.93411869577606,-3.94924673502546,-1.83692368836716,-2.62389007304126,0.525287557579767
2016-06-08,1.2707414409,1.09703314655699,-2.96276641114145,-3.98718361522354,-1.85534884437468,-2.64956821489262,0.56635421755617
2016-06-09,1.5244218604,1.0642096075416,-2.86964066635479,-3.86391891705113,-1.79567992825733,-2.56623360147929,0.706102916608125
2016-06-10,1.7568947906,1.05399209086316,-2.84040937969355,-3.82532835928668,-1.77695109313783,-2.54011090489459,0.653595152306507
2016-06-13,0.79301345104,1.04325384317577,-2.8097820221056,-3.7846448985777,-1.75730754075717,-2.51261997922866,1.39015228003841
2016-06-14,-0.059755004531,1.03179535235636,-2.77752226449348,-3.74164524813975,-1.73658836446217,-2.48360104756038,1.21707909641752
2016-06-15,-0.4882909815,1.12145101449625,-3.03181807173657,-4.08078920074353,-1.89974628545469,-2.71241676343609,0.791466202353788
2016-06-16,-1.4019627479,1.13777989616041,-3.07879077879228,-4.14362769969574,-1.9301477480834,-2.75473926046742,1.08628286521976
2016-06-17,-0.75157424344,1.11312678471584,-3.00982213169094,-4.05155726860791,-1.88594307108784,-2.69268775330996,1.17527524504708
2016-06-20,0.2046663938,1.15315450864918,-3.1222158077298,-4.2016558272042,-1.9580836893098,-2.79387238866105,0.823221459968468
