"Date","Returns","Sigma2_GARCH","Sigma2_MSGARCH","Sigma2_GAS","RV_AMZN"
2012-05-21,1.9920505027,4.44526515033824,5.37544087872273,4.21683341014456,2.94902493129743
2012-05-22,-1.2745862179,8.46763778532639,29.3452255686276,5.26190791494552,4.3264100260062
2012-05-23,0.90558677384,8.38235109624963,10.4306007623995,5.43495373904231,5.35129523523274
2012-05-24,-0.93888070687,8.2412808464073,8.47869977092044,5.23524812157449,4.57686628480637
2012-05-25,-1.0918044974,8.08860324011644,8.23203417769635,4.95390186434926,1.63387786413351
2012-05-29,0.8736906384,7.94354046332473,8.10471892194837,4.71106541286278,4.09970611293964
2012-05-30,-2.5704307334,7.90468515679719,8.17205207227404,4.97893355739316,2.95328306260082
2012-05-31,1.7588299957,7.76235251330951,7.94822377204939,4.74120723868568,4.00430114541474
2012-06-01,-2.2028086984,7.6292728325308,7.8349672876209,4.53882791397601,4.11457860229316
2012-06-04,3.0496590145,7.4962109312949,7.72027476280522,4.32787744335986,5.54656310102402
2012-06-05,-0.63382579119,7.3999489769546,7.66881276933597,4.3764356373697,5.14293301363906
2012-06-06,2.0777637072,7.26861466970557,7.52695231771953,4.16510950114384,2.38360636056015
2012-06-07,0.53299025931,7.22236418100102,7.57088879537743,4.36681283206393,2.27150226623066
2012-06-08,-0.14625228532,7.09818735022953,7.38794498552753,4.18329627750829,1.42497229343043
2012-06-11,-0.90626144265,6.97397576366888,7.27933970035434,3.96999943609841,2.62164040893752
2012-06-12,-0.03695150117,6.97247380273178,7.42230106692839,4.28934245953856,2.87643663650506
2012-06-13,-0.78088901209,6.93168930723148,7.3405575012435,4.48195476202968,1.65285066349706
2012-06-14,-0.13039631158,6.86736734325993,7.25032871013526,4.6155106008858,2.12492929712996
2012-06-15,1.8186057356,6.7809480535503,7.14965510137949,4.57589451636739,1.01151704589301
2012-06-18,1.9738951225,6.67259387230995,7.03608891204094,4.42416074269962,2.53932657541515
2012-06-19,0.61528788301,6.5767078505623,6.9668890692308,4.3128872139079,1.40731537896541
2012-06-20,-0.45083247787,6.48904131461846,6.90305117093722,4.24342410976747,2.44161594731331
2012-06-21,-1.0963142318,6.38680773511537,6.80515922291361,4.10470066156623,2.39660508471422
2012-06-22,0.7185764478,6.40162347486322,6.97654907026862,4.42977026030363,1.62297876390707
2012-06-25,-0.94076341375,6.33630827736889,6.81178312623985,4.49996171636489,1.5357291755098
2012-06-26,2.5173808335,6.32110684684569,6.86301592782356,4.72422837729199,2.95578116258122
2012-06-27,0.0044324277042,6.35565233136212,6.99419025994783,5.13632177452217,2.30654768124552
2012-06-28,-1.9102916408,6.25776157199968,6.71317845720968,4.92258365949079,2.56999013158967
2012-06-29,3.1810582441,6.21485662703081,6.73192548597768,5.06396249800718,1.04864510192468
2012-07-02,0.42478651194,6.11271836060479,6.58435272815723,4.82244231300557,1.6932671224041
2012-07-03,0.091575091574,6.01185920185998,6.5011835874514,4.57126723740068,0.66137047321747
2012-07-05,-1.0761120551,5.93046890488219,6.45474767296397,4.4443718333293,1.73376043404554
2012-07-06,-0.88522857395,5.83306832948537,6.36189331464006,4.21126809600468,1.90896471573136
2012-07-10,-2.4661186404,5.75176381291324,6.3123437050003,4.07899599716033,2.7443419738371
2012-07-11,-0.51480637812,5.65931115330888,6.22862598131539,3.87094120701275,3.27205744154184
2012-07-12,-1.3783944681,5.61489341247211,6.24884430067812,3.98058002667103,2.75107066786877
2012-07-13,1.4069465082,5.58066483348306,6.24161468006952,4.12720484359689,1.66133663332564
2012-07-16,-1.0897934886,5.49475004467591,6.11084013805085,3.95196880977405,1.66088566939413
2012-07-17,0.42590620797,5.41305608009569,6.04841933971192,3.78046550877224,2.37085818500622
2012-07-18,0.24892822566,5.35316094791566,6.02650813216267,3.74082348966044,1.47261980845741
2012-07-19,4.0005518003,5.27445440488164,5.94559817594133,3.60358153744077,2.8523298762516
2012-07-20,0.93734801249,5.21177942985579,5.91438390787626,3.53845813668129,2.51938999229753
2012-07-23,-0.99872968585,5.22545487390515,6.0525482445209,3.82660078556888,2.89692932487775
2012-07-24,-1.3141011461,5.14454493298075,5.85265677346715,3.62890249651451,2.71682918677692
2012-07-25,-2.6856169296,5.13599726779898,5.94208796564749,3.7999313539864,2.97912526836468
2012-07-26,1.3637410735,5.2117425464866,6.22705069323051,4.22749991719531,3.49911654315818
2012-07-27,7.8678241898,5.13216408500724,5.86181601433093,4.02378032496295,7.71253440163064
2012-07-30,-0.51828754422,5.05318695353542,5.78919339240989,3.81434231297325,3.95653464593913
2012-07-31,-1.1817527214,5.00098881981373,5.77944924373668,3.76817720714139,2.22655758401666
2012-08-01,-0.51864552079,4.94282754735459,5.72970477476069,3.6822068379307,2.60151782519678
2012-08-02,-0.55151019005,4.86863821274435,5.65480330412924,3.49295620484698,3.15932708243497
2012-08-03,1.8023482517,4.91012394592917,5.8915815755465,3.79523844371773,1.1130496474306
2012-08-06,-0.4170745201,4.84363270319321,5.65809744433058,3.64155680812638,0.78944965435568
2012-08-07,1.098337536,4.81030631575066,5.66931044360095,3.67762874915179,1.54946845962521
2012-08-08,-0.92154210352,4.76571115276618,5.62274464039767,3.69011915779284,0.942515887183097
2012-08-09,-0.1365304206,4.72089062910716,5.58892815491004,3.65372758178754,1.06837203825947
2012-08-10,-0.5596855508,4.65295831158554,5.50963154108142,3.48357126195093,0.843066331368166
2012-08-13,-0.13319011814,4.58548313841713,5.45800359672105,3.31020649464165,1.32722333229032
2012-08-14,0.32266391318,4.76909901515734,6.41681164768534,3.83532239811458,1.82576194848562
2012-08-15,1.8139714397,4.70926483861379,5.61071714126934,3.73240773212453,1.3595826963008
2012-08-16,1.7395333165,4.66215291122574,5.55879374478604,3.67298813032576,1.96790591254876
2012-08-17,-0.15731732565,4.62991434895611,5.55574751876459,3.69154835833387,1.33835118087851
2012-08-20,-0.3400091221,4.69709041933833,5.843143376264,4.04143238038074,0.970118412365546
2012-08-21,-0.37445392145,4.65337792902603,5.57910495905632,4.02489540445709,2.08028731046774
2012-08-22,1.5243265818,5.58700991556211,17.5042938544844,4.90564125181502,2.11902584696986
2012-08-23,-0.78239407649,5.50455032024325,6.75720413551348,4.68726986888791,2.17770425376866
2012-08-24,1.8831001915,5.44616334277738,6.23041644386465,4.61961521522019,1.48738773979963
2012-08-27,-0.74062016774,5.36705043692835,6.1159182261359,4.41827133020142,1.55795381408761
2012-08-28,0.89783535586,5.29056111138316,6.05422655952892,4.23370398850212,1.14458924027669
2012-08-29,0.41038559993,5.25397482766574,6.07317036079472,4.3244145595052,0.945212466542481
2012-08-30,-0.36419553253,5.17733440035662,5.96517071243342,4.12686538136663,1.49692058962055
2012-08-31,0.83258874183,5.11254852739018,5.9239189084522,4.0419831209828,1.40292680442595
2012-09-04,-0.15708704232,5.0530183780138,5.88302508521797,3.94846933014078,2.94577288647867
2012-09-05,-0.66967887687,4.97718630774637,5.80508213686986,3.74836001110058,2.1230145875323
2012-09-06,2.095686784,4.9101303887957,5.76040690792288,3.6040247941046,2.09583586331895
2012-09-07,3.086959981,4.83765426820643,5.69778870898578,3.42374873371553,1.63352205647337
2012-09-10,-0.79107818174,4.76615362418769,5.6423166170376,3.258281478648,1.2503814386983
2012-09-11,-0.55233575795,4.74264778317701,5.68673445064224,3.38827214997942,1.84107528391533
2012-09-12,-0.015645167605,4.71561821564474,5.66557928658789,3.49580478344911,1.7317362100764
2012-09-13,1.803387709,4.64798660259156,5.55965231374132,3.32307959962693,2.5476178150935
2012-09-14,0.39578850283,4.58436134197328,5.51245283410356,3.17497703706329,1.83255715986086
2012-09-17,-1.2515788266,4.52282290719768,5.46727658396141,3.03900146569246,1.16432706119197
2012-09-18,0.29069767443,4.49025196860315,5.48020917823013,3.10837033821793,1.05782958993892
2012-09-19,1.1323671499,4.44082535803442,5.4220161622371,3.03832321834783,1.01546512741771
2012-09-20,-0.33246713547,4.42898775352358,5.4701454206652,3.19072085814435,1.4059992208531
2012-09-21,-1.2806257429,4.3797448794366,5.38009256254132,3.10841048370473,0.694228067317572
2012-09-24,-1.0350720473,4.32811341458472,5.33580113973812,3.03817183438971,1.31530562086469
2012-09-25,-0.92031161084,4.26934861692591,5.28263383571774,2.90180186202315,1.58793729499614
2012-09-26,-1.1051255644,4.2151010104752,5.24637093108639,2.78015123145256,2.45783014492485
2012-09-27,2.7716585893,4.16579147877016,5.21546978434459,2.71590583761131,2.50387655698956
2012-09-28,-0.88467983933,4.11119107315084,5.16852030477289,2.5874810855681,1.69528635361126
2012-10-01,-0.90830449817,4.06746146344279,5.14909106371032,2.52570777919487,1.90087446499016
2012-10-02,-0.55950160713,4.07764619055866,5.25245499198241,2.73006285722315,2.1053455558374
2012-10-03,2.1229050279,4.16903430279301,5.59707410509798,3.10079740580103,2.26169788139111
2012-10-04,1.7778993437,4.12749314827646,5.22895754992897,3.03280103559065,1.42657315663915
2012-10-05,-0.7524858911,4.08040653569251,5.17192591540906,2.92801954301562,1.36091121935223
2012-10-08,0.21275772706,4.02674005118458,5.12276202282022,2.78220035615681,1.24363387960246
2012-10-09,-3.1266887981,4.02017028315448,5.18865846674537,2.92324734089482,2.5549727784861
2012-10-10,-2.3788651577,3.96857792806372,5.08662218975783,2.79206199101604,2.83476133364478
2012-10-11,-0.3142985428,3.94978789097567,5.11706669859829,2.83620731006509,2.12027254401348
2012-10-12,-0.76160838589,3.89915862260395,5.03718333529419,2.7020512002941,1.78514284796204
2012-10-15,0.75094900149,3.86578186297097,5.03340132670396,2.69968973648666,2.23159228165183
2012-10-16,-0.098288148183,3.82057722887714,4.98555567188706,2.58605764385154,1.80678973434938
2012-10-17,1.4552758876,3.80666948323587,5.02206773811555,2.64505151278051,1.90270021943972
2012-10-18,-1.0667097659,3.78236848691309,4.99136988555131,2.64940856182024,4.17572492529011
2012-10-19,-1.9808045743,3.75432603264833,4.96569897627767,2.63029294347265,2.9864492672722
2012-10-22,-2.5916666666,3.7341186371442,4.96437372479355,2.64997479657185,3.58425432680382
2012-10-23,0.22670887156,3.80416763306475,5.25875739649405,2.97173227178693,4.86943221099944
2012-10-24,-2.4838888652,3.77435782420417,5.00145111501159,2.92887951533281,5.28572244634123
2012-10-25,-2.4377434461,3.74607907307107,4.97313550634153,2.89301496398639,4.50246475120683
2012-10-26,6.8724205994,3.70820195879658,4.93178728546613,2.79710055475898,11.028681747011
2012-10-31,-2.2443334453,3.72869882596157,5.05637272695081,3.00536511114259,3.19413904725615
2012-11-01,-0.32336724444,3.72778482994319,5.01970234725814,3.13464546713453,1.5743312021966
2012-11-02,0.12165072803,3.69551818981055,4.94098485377794,3.05759760400019,2.42715784969334
2012-11-05,0.82074705369,3.65063262992869,4.88891412727373,2.90691520852826,2.95765142636452
2012-11-06,1.3783979857,3.78616394995261,5.57620718033716,3.30855105489068,1.27491112225798
2012-11-07,-2.3148678229,3.84579589874446,5.35657495452134,3.59207938486427,2.84575610129588
2012-11-08,-2.0299852453,3.80078047279112,5.0314833933676,3.42595124094267,2.44825310212444
2012-11-09,-0.45744446888,3.76705913687427,5.00980902275692,3.33447624605311,3.66396456558568
2012-11-12,0.070699482967,3.72659346124091,4.97038025912727,3.22564585426154,2.30633771879091
2012-11-13,0.057402746643,3.68186943890047,4.93070198870123,3.06548190359007,2.87857482710209
2012-11-14,-1.610767873,3.66611256306699,4.96015767079621,3.11769787835641,2.13773954582679
2012-11-15,-1.0544965239,3.646411436294,4.94231393994426,3.10558692296369,3.02104972111831
2012-11-16,2.0992842217,3.67832004346998,5.07908490943964,3.30472127686527,4.7952886511478
2012-11-19,1.9890778316,3.75928161306671,5.32879007922156,3.6312247776774,2.1993827980807
2012-11-20,1.771799225,3.71292035596658,4.97834216766244,3.44827467620059,2.54392764188999
2012-11-21,1.8179484987,3.78336369992069,5.28861066884482,3.75418501252911,2.1373564777371
2012-11-23,0.77721295638,3.84810414794234,5.35851864500047,4.04983822533405,1.28502019033444
2012-11-26,1.5591128898,4.55939135318057,15.3570131858693,4.89104798939319,2.78328172907442
2012-11-27,-0.089606764686,4.58960994432156,6.93583519228342,5.11622148210793,3.10732293333144
2012-11-28,1.5235308545,4.52710320779851,5.67163102032983,4.86118662378555,2.46192477010451
2012-11-29,1.683460807,4.46243191652616,5.56725364586283,4.6026473771738,2.35927970976096
2012-11-30,0.31042305091,4.40698785286973,5.52874713916982,4.4330413258628,1.35338464238753
2012-12-03,-0.68276135689,4.37075615905127,5.52213693170216,4.3998108344348,1.57868154128838
2012-12-04,0.86246465144,4.41118193502689,5.70304068494988,4.65669452978124,1.96573803915095
2012-12-05,0.58295816725,4.4285084209718,5.67644884490855,4.82775196358996,2.52879261685929
2012-12-06,-0.23232005042,4.37222206760584,5.5025986000008,4.60554744638024,2.19956799889636
2012-12-07,-0.040217863261,4.31130273861653,5.44198011009343,4.36170288508792,1.49643964635931
2012-12-10,-2.1708616284,4.25186284331062,5.39413171410922,4.13226538196634,1.82358939317116
2012-12-11,1.1785123299,4.24533776452674,5.46188959503535,4.20685886252256,2.70640283727327
2012-12-12,0.42682197127,4.21141275228963,5.39535916279968,4.13432219763598,1.92775545610662
2012-12-13,-0.20257387978,4.21842109090926,5.4680533955737,4.30934937941604,1.72684045526326
2012-12-14,-0.81990049757,4.21823228924466,5.45917232598972,4.44850486876689,1.12988578576508
2012-12-17,1.8740719934,4.20537996543491,5.42500175545192,4.52148693782254,1.44294565514507
2012-12-18,2.5762231151,4.19539041671378,5.4204130729282,4.60423765301475,2.70020951875972
2012-12-19,-0.92549923183,4.14531846352544,5.32123742831958,4.42669659874197,1.72543364300204
2012-12-20,1.3605178494,4.12332888170861,5.33864144033294,4.44192350852136,1.5613693071154
2012-12-21,-1.7514340344,4.06913121028014,5.25389995799527,4.21067826341075,1.91905050616802
2012-12-24,0.66168457106,4.04727806782616,5.27704972748019,4.22698547138114,1.07181461383669
2012-12-26,-3.8622689661,4.0337808331901,5.2824474290219,4.28552454371128,2.17106074306164
