"Date","Return","Vol_GARCH","Vol_MSGARCH","Vol_GAS","VaR_GARCH_1","VaR_MSGARCH_1","VaR_GAS_1","ES_GARCH_1","ES_MSGARCH_1","ES_GAS_1","VaR_GARCH_5","VaR_MSGARCH_5","VaR_GAS_5","ES_GARCH_5","ES_MSGARCH_5","ES_GAS_5","RV_AAPL"
2013-11-25,-0.2904564315,1.59135684434755,1.61593709945601,1.58058908590268,-3.68539345126226,-3.67913005454689,-3.62338157947535,-4.84801683637936,-4.73726969868589,-4.73767190146272,-2.26738231503684,-2.22090656883237,-2.28862649673862,-3.19449692953614,-3.13061074761946,-3.13719414920001,0.571963133917926
2013-11-26,0.18533931343,1.5643965839293,1.58420815143636,1.53741022067958,-3.62166793911673,-3.60198817423165,-3.51768165222567,-4.76240611263134,-4.63614940322884,-4.60229082982444,-2.22197665447867,-2.17148836679071,-2.21399340873157,-3.1371306079618,-3.06334426775226,-3.0458838547733,0.567514218796838
2013-11-27,0.1199976923,1.53381047802011,1.55503313112037,1.48564430320285,-3.55021107732782,-3.53568305835612,-3.39016084953586,-4.66654300317305,-4.54793797730546,-4.43841977529338,-2.17338797010564,-2.12892787230387,-2.12225458277259,-3.0732745006999,-3.00347169946119,-2.93576022729015,0.66063508582747
2013-11-29,1.4455452394,1.50553964177415,1.52513218524684,1.43483573593679,-3.48150731722918,-3.46018653788277,-3.26785931947107,-4.57497575155943,-4.4517211065185,-4.28412153620818,-2.12831962070079,-2.08179960141649,-2.06013439788193,-3.01153327256275,-2.9399372966766,-2.83128571564935,0.415663066812737
2013-12-02,-0.60000757358,1.50563268050682,1.52702567021811,1.45225145644892,-3.48315020634732,-3.46607559663387,-3.30736693252305,-4.5762200817317,-4.46695168803435,-4.33486698221574,-2.12906661266212,-2.09048559155185,-2.07264759683919,-3.01278938472207,-2.9491287568254,-2.86580494301085,1.7863682363344
2013-12-03,-1.2118302981,1.49008359214954,1.51301050551331,1.43093973756093,-3.44364593262008,-3.43273563967404,-3.26166720506105,-4.52694962913237,-4.42365217730615,-4.27852976054857,-2.11764782497413,-2.0680100429434,-2.05684528807664,-2.97929994194812,-2.91998363178761,-2.82792998110214,1.0021306399192
2013-12-04,0.17758359063,1.49873263336127,1.5301934076328,1.46313905973101,-3.46441916945788,-3.58457668358127,-3.33994790973159,-4.55408395590059,-4.62253831697346,-4.37891280318264,-2.12966389321238,-2.16504990796786,-2.10746689478989,-2.99749181963367,-3.04052714812386,-2.89556529146687,1.41547230984771
2013-12-05,-0.87575786738,1.47145161672185,1.5088301762281,1.41119570078131,-3.39646734879517,-3.48042407014307,-3.21621845198486,-4.46513522845929,-4.53085777523032,-4.22530361095006,-2.07187448332333,-2.13523336867426,-2.02787367162172,-2.93699897777032,-2.9850535941741,-2.78954378054921,1.19610057494814
2013-12-06,1.1914563107,1.46551801356749,1.50398592340791,1.41582061484077,-3.38469718419884,-3.47694258470977,-3.22660574293271,-4.44757857033928,-4.51915108303039,-4.2368216404511,-2.06446485781699,-2.12893748233572,-2.03445523126489,-2.925771454081,-2.97655773560643,-2.79784618650766,0.630479172945175
2013-12-09,-0.25636302234,1.45796396738871,1.50040073593779,1.41324383444759,-3.36786667573071,-3.44597574101082,-3.21867210161738,-4.42337293647378,-4.49306581275649,-4.22708516169201,-2.05364731107876,-2.11833250575431,-2.0297135464001,-2.90985728956495,-2.96524518429674,-2.79155981239878,0.651300371926444
2013-12-10,0.75798383987,1.43451782209665,1.47777867730839,1.37633066779778,-3.3144812378551,-3.38960986012505,-3.12793592618679,-4.34990904579109,-4.42963304929159,-4.10900498298115,-2.01958705629138,-2.08621704138541,-1.96846525937675,-2.86119053167624,-2.92001149601591,-2.71252967792949,0.836771239274038
2013-12-11,1.8444266239,1.41505967197499,1.45974558686421,1.34574996240243,-3.26866122653203,-3.35017779465439,-3.05232544212309,-4.28706413356866,-4.35950297734409,-4.01357385076853,-1.99015764024514,-2.05431307727058,-1.92167455830118,-2.81919930432838,-2.87963912611315,-2.64804292814813,1.0997608551062
2013-12-12,2.3547056617,1.44376934689595,1.47826753990502,1.40759630612716,-3.33833671580074,-3.3461660263892,-3.20072556512228,-4.37827863453848,-4.3126030285411,-4.20253719653816,-2.03456284927441,-2.01618828904767,-2.01068675165322,-2.88099029705918,-2.84435050256367,-2.77634049525934,0.858714927603474
2013-12-13,1.8517840137,1.5049609244137,1.56148397104657,1.51011249829397,-3.4845759024848,-3.61350744285326,-3.44594713214142,-4.57115768804123,-4.6947654707539,-4.5161369727248,-2.12772388883701,-2.21841183528792,-2.16027742564429,-3.01115208581211,-3.09721382551625,-2.98904299812865,0.73769130063145
2013-12-16,-0.87039401524,1.52769997297263,1.59417190582376,1.55735382845979,-3.53623523338349,-3.67998280795342,-3.56191434129892,-4.64207307469731,-4.79441098029875,-4.66855153557896,-2.16106164780053,-2.27101337182336,-2.2472352010515,-3.05842481686325,-3.1665752482529,-3.09086867308358,0.901142153598313
2013-12-17,2.737877111,1.51904277167953,1.57487317212046,1.55114400220944,-3.5162747278556,-3.63092107687551,-3.54782906571725,-4.61479986571807,-4.73508655540223,-4.64927692163894,-2.14859995159884,-2.24278408197296,-2.23608339195839,-3.04054298532804,-3.12754138275234,-3.07788311019945,0.978737072871379
2013-12-18,-0.23343610173,1.60315817328976,1.71232688728858,1.67621397455678,-3.7142497492496,-3.96732208495747,-3.84698197931656,-4.87767912728701,-5.14826450678888,-5.03451856434991,-2.27491826781082,-2.45372913125473,-2.4277272755906,-3.21768394411979,-3.41238077278267,-3.33847788397009,3.01856440315474
2013-12-19,0.51345132742,1.57354805768145,1.62694332811778,1.6245893450661,-3.64707632935107,-3.76653029503186,-3.72186348459636,-4.78497746854369,-4.87114225135186,-4.86994737638616,-2.23227332924015,-2.31971727626242,-2.33419879370566,-3.15620936009042,-3.2309047061923,-3.22846496640528,1.0685390196753
2013-12-20,-1.3877418776,1.54389791985585,1.56350631689331,1.57219697191452,-3.57963407873379,-3.61167298559678,-3.59367648311376,-4.69184674230381,-4.67421136942224,-4.7021830176833,-2.18904775929429,-2.2256287358906,-2.25097637840573,-3.09448270305023,-3.09678718404284,-3.11644126969323,0.418743382595976
2013-12-23,1.1446019786,1.55746701330626,1.59844396051781,1.61025375897003,-3.61206263169326,-3.70218992265219,-3.6835033238492,-4.73443827852164,-4.80219953637799,-4.81494028306605,-2.20945689328155,-2.27639846421591,-2.307962312078,-3.12409006756372,-3.17418388715025,-3.19400080341479,1.00882674145407
2013-12-24,-0.15535900284,1.54454922360432,1.56625947593683,1.58868594327617,-3.57986881170176,-3.61959583807303,-3.63752763049896,-4.69711065566988,-4.68348706995409,-4.76366380962464,-2.18947669759669,-2.22588538309789,-2.28969881878762,-3.096987899423,-3.10443858324347,-3.1557389037884,0.561537747820808
2013-12-26,-0.7408717177,1.51631359125275,1.52349995811851,1.53953465374731,-3.51537603297677,-3.5176378413897,-3.51716949385446,-4.60753887357356,-4.55193321979875,-4.60561401391417,-2.14793026996658,-2.15928152447846,-2.20191224153024,-3.03781420968006,-3.01415636124711,-3.05042571274093,0.643001161122275
2013-12-27,-0.14607382082,1.50370010812388,1.51299687391772,1.52440237456806,-3.48539577775795,-3.5115246475794,-3.48186741658042,-4.56744111751155,-4.55156655667431,-4.56070770981584,-2.12906374589382,-2.14409479531285,-2.18075699642255,-3.01109630230886,-2.99740916608201,-3.01939694042659,0.431488187661954
2013-12-30,-1.0900203376,1.47847434155622,1.4835124713207,1.47680211102033,-3.42485501678441,-3.4213090140306,-3.37073999786256,-4.48916919266845,-4.451441161773,-4.42436078300675,-2.09061090254664,-2.09752372100311,-2.12887615391979,-2.95738931782698,-2.93441860880515,-2.92420869709029,0.745290430396005
2013-12-31,0.55372184033,1.48159302125132,1.48668174217832,1.49428129551166,-3.4321999349188,-3.46774875437788,-3.41282185773608,-4.49778359140331,-4.50197835804089,-4.47860226660464,-2.09530343342476,-2.09369960405706,-2.15615874434622,-2.96373300360392,-2.95230116983414,-2.96071831157805,0.565204729968335
2014-01-02,-0.45022421527,1.45759771296024,1.46143420845569,1.44860939164485,-3.37448697999642,-3.39640637857681,-3.30513028895573,-4.42263789006127,-4.41480895031028,-4.34786825794007,-2.05831201099118,-2.06868729403731,-2.08554345434646,-2.91235607733116,-2.89748941281148,-2.86937260275836,0.620388561776524
2014-01-03,-0.76037406088,1.43859789482073,1.44469941009163,1.41937643503932,-3.33094208139853,-3.34241911006347,-3.2345621552619,-4.3617014681614,-4.33234737325011,-4.25495820077647,-2.0304863092685,-2.04175287374132,-2.03919802707378,-2.8722995162393,-2.85541127943652,-2.80737534952917,0.730382117482769
2014-01-06,-1.1456687908,1.42931379224401,1.35810423953684,1.41333052230447,-3.31089972240075,-3.15234838317991,-3.21877152440778,-4.3315533430425,-4.07917032608787,-4.22821046197417,-2.01792570041959,-1.89909425056723,-2.02909483845868,-2.85348104525952,-2.68313719747215,-2.7919037139466,1.95513619785784
2014-01-07,0.83752709088,1.4395172521924,1.44938359785586,1.43539568480505,-3.31824951999543,-3.32937859108123,-3.25421093298697,-4.35596092614018,-4.35150553042741,-4.29537857457546,-2.02311215297607,-2.04061990209656,-2.05653850027501,-2.86277851967419,-2.86349512010226,-2.83686282073809,1.13326199426538
2014-01-08,3.8377472589,1.42109715513355,1.43356550385733,1.40673762732238,-3.27400805020564,-3.30324116930344,-3.18413609090324,-4.29996162614756,-4.28990915235752,-4.20452542630687,-1.99730364345233,-2.01502096304232,-2.01116457039835,-2.82465006954345,-2.82646253221315,-2.77520097739117,0.864431359765023
2014-01-09,-0.42449437797,1.63407721434813,1.64835600786679,1.61519447095672,-3.79050192536333,-3.81647342116346,-3.66784936773536,-4.96673522305613,-4.94644843663625,-4.84467444984119,-2.31943889569745,-2.33270241056025,-2.326790210375,-3.27151890467722,-3.27009298298543,-3.20596188457625,1.05637296996666
2014-01-10,-0.66411823773,1.60519093501835,1.592735162219,1.57393842393358,-3.72095600646289,-3.67584983509841,-3.5682456379966,-4.87876243910787,-4.78569334744884,-4.71693898460821,-2.27917341401196,-2.25188454321962,-2.26305414358746,-3.2117516560141,-3.15729029746241,-3.11917083908529,0.986493006980907
2014-01-13,-0.6756517113,1.58513017775615,1.55388231316397,1.55066827637033,-3.67101758961703,-3.58376615969337,-3.51171055939996,-4.81517601193002,-4.6619332424165,-4.64371050855706,-2.24953513039434,-2.19478054459209,-2.2266159173622,-3.16886626012322,-3.0755770104682,-3.06996556487448,1.58661629972254
2014-01-14,-0.99448302954,1.56585073466625,1.52586126338845,1.52892846321089,-3.62439626014997,-3.51516437207335,-3.45899693977721,-4.75602891642316,-4.58052424154902,-4.57638249005229,-2.2221896159711,-2.15628113856448,-2.19336148223855,-3.12874814806453,-3.01944504374575,-3.02426972784427,0.933665196461253
2014-01-15,1.1721849527,1.55924326042145,1.51943828550978,1.53303842449426,-3.60856765397167,-3.50576490532054,-3.46876729389743,-4.73592221489714,-4.54661290613649,-4.5899471118237,-2.21270611188155,-2.14283781310783,-2.2004966352256,-3.11501836809713,-3.00107021569545,-3.03335633007174,0.972069227450735
2014-01-16,-1.4063669743,1.54482426392582,1.50363828605437,1.52131257264391,-3.57525204431434,-3.45995643826814,-3.43857358936563,-4.69373594232623,-4.52093393369633,-4.55148374903991,-2.19317593622328,-2.12811432329683,-2.18108640797357,-3.0859707800905,-2.97720276364717,-3.0066516470281,0.75710607478759
2014-01-17,-2.1965903133,1.56023405858955,1.53039363642195,1.5629730387602,-3.61166710339509,-3.5413415503154,-3.54123497282466,-4.73989467873012,-4.58849986963467,-4.68304821642764,-2.21462216318512,-2.1639090936905,-2.24703546814711,-3.11717669131381,-3.02779765357315,-3.09621208194154,0.767493542410112
2014-01-21,0.54530666548,1.62517195516135,1.63901010205182,1.67359480918409,-3.77226024779452,-3.80188249150403,-3.80132581471438,-4.94593827223786,-4.92081835543863,-5.0233487283361,-2.29579869222223,-2.34140640183191,-2.41614923620491,-3.25497519387453,-3.25217027200511,-3.32466164442027,1.63077662606378
2014-01-22,-0.71562517232,1.59303931138559,1.56775927130734,1.61931096712758,-3.69481622392287,-3.62931848481582,-3.66825275874143,-4.84772314769716,-4.69753427801608,-4.8532005902894,-2.24838040335594,-2.22924430418156,-2.33026698594345,-3.18854583698101,-3.10160755857788,-3.20924682943394,1.77845690355665
2014-01-23,0.63375228583,1.57457088701473,1.53713140086272,1.59613126157401,-3.65054403561727,-3.54994544261701,-3.61101605473436,-4.79130679128164,-4.5999470241116,-4.78017220735055,-2.22232349047868,-2.17599339542004,-2.2940283823087,-3.15034020947935,-3.03476555828523,-3.15965131672199,1.67081195613233
2014-01-24,-1.2771869135,1.5461406780437,1.49934464081966,1.54961800902094,-3.58254259674395,-3.4613753984349,-3.49829145024774,-4.70458451282544,-4.48567505124227,-4.63363565739837,-2.18249966690268,-2.12328344879867,-2.2211600141009,-3.09167586377039,-2.95804258269939,-3.06036010272339,1.35451375764036
2014-01-27,-0.66707795986,1.55398162185938,1.51651121000652,1.57718228683333,-3.60128921730103,-3.50344197330998,-3.56438588964527,-4.72836767925655,-4.5554644208012,-4.71949735143765,-2.19315911351492,-2.16058053581405,-2.26407919853538,-3.10763815411192,-3.00190483614762,-3.11853164913141,1.73672387149028
2014-01-28,0.52351108934,1.53687205993698,1.4934229659028,1.55272455172659,-3.55850697979246,-3.45930106495594,-3.50839062199034,-4.6734784114209,-4.47449400406703,-4.64608931507681,-2.16758540715604,-2.11982378787646,-2.23061688335912,-3.07104541016992,-2.95019946109152,-3.06974015896434,4.73941011421979
2014-01-29,1.9898082988,1.50868376244311,1.45968942029167,1.50443592830031,-3.49060559338447,-3.36605758393229,-3.39174199186538,-4.58690785442674,-4.36402472284931,-4.49470585068327,-2.12795535351991,-2.06273848862753,-2.15299965173442,-3.01255400688039,-2.87487724883907,-2.96725144038246,2.82292303851668
2014-01-30,2.007723421,1.53746594257275,1.49998602981417,1.56664418778727,-3.56302923115225,-3.46582105299307,-3.5375706053366,-4.67969990689478,-4.49011478125846,-4.68489738800928,-2.17076729217438,-2.12525822024398,-2.24554045874997,-3.0742610223734,-2.95826525101148,-3.09478727082228,1.61308161152459
2014-01-31,-0.55798765616,1.56538443288987,1.55691294402954,1.62513508274493,-3.63279255348359,-3.59247624111596,-3.67546943961275,-4.7688038040544,-4.69450416829608,-4.86360332913284,-2.2117394303407,-2.2161787479782,-2.3323256576015,-3.13365942657522,-3.09088504344829,-3.21498433666807,1.01639904582376
2014-02-03,-2.450157871,1.54520552047514,1.51428214375067,1.59102991455041,-3.58183451194614,-3.51123822376518,-3.59741284007026,-4.70334190409198,-4.54080832704485,-4.76228697650875,-2.18118008871333,-2.14670215735076,-2.28591342038913,-3.09047965238151,-2.99187677996527,-3.14814968145555,1.95400189818492
2014-02-04,1.5536279061,1.63124065883129,1.68609129606609,1.72080406145128,-3.79396442047517,-3.90191963374149,-3.90346836027824,-4.9755572663977,-5.11493157831652,-5.16040398405707,-2.32729760941428,-2.41725790976741,-2.48545375143117,-3.27458326504572,-3.37029732369146,-3.41683003896457,1.12075672216687
2014-02-05,0.44438778277,1.63069219860287,1.66980495800687,1.72641654841984,-3.79043177098551,-3.87272123731635,-3.92168779523551,-4.97023205946755,-5.04295875285016,-5.18037763371667,-2.32443358461999,-2.38869634871014,-2.49551965969494,-3.2717371478605,-3.32720675394835,-3.43248012707105,1.22163991418034
2014-02-06,0.84676615115,1.59734727975824,1.57895873513807,1.66694648584204,-3.71056535697893,-3.67388696053208,-3.77645355337507,-4.86865503680078,-4.74621823072712,-4.99435477345511,-2.27690359284046,-2.25523726484543,-2.40352421335528,-3.20277512209885,-3.12886060817487,-3.3057350945744,0.838064294653214
2014-02-07,-1.8177568411,1.57203470985721,1.52332954115794,1.62614142776236,-3.65076617001966,-3.51444402378475,-3.67775755175211,-4.79212335010097,-4.61222872249481,-4.8655440639933,-2.22872027283726,-2.15704334865753,-2.33762274286526,-3.1507962335755,-3.02662932002779,-3.21783989599029,0.686164731762764
2014-02-10,0.81125130473,1.61016411097072,1.60844979525933,1.69694511252011,-3.74196404329538,-3.72102021091851,-3.85089945357166,-4.90820458218092,-4.86418470787741,-5.08826981349869,-2.27612771773987,-2.30013826511036,-2.44711161659043,-3.22903980766438,-3.1980979733758,-3.36747160312163,1.19209614924797
