"Date","Returns","Sigma2_GARCH","Sigma2_GAS","Sigma2_MSGARCH","RV_APPLE"
2019-09-24,-0.47549378205,2.32755968687468,2.67597183435136,2.90656460997733,2.47885577151577
2019-09-25,1.5389562661,2.14497306389631,2.39022333812648,2.22816566496903,1.2036754570504
2019-09-26,-0.51576709056,2.0087560372298,2.21001665347952,2.07046129736112,0.948596913582984
2019-09-27,-0.48660693974,2.07198326566118,2.33891489723956,2.2233716669788,1.50612075999321
2019-09-30,2.3535325838,1.95628386392124,2.17094760685448,2.33766344700254,0.765718250025598
2019-10-01,0.27682278887,1.85461255868277,2.02993709054279,1.90869537029394,1.64158595451106
2019-10-02,-2.5067901511,2.23191574451284,2.51142852221716,2.43409301357278,1.42741725043514
2019-10-03,0.84947022297,2.05697358675603,2.2364911715394,2.18339253503338,2.8527768775167
2019-10-04,2.8031881169,2.57815463537494,2.87039843501473,2.84969959640121,0.993728155362837
2019-10-07,0.022025461476,2.41196818457446,2.64890459556484,2.64591566612775,1.31190370182898
2019-10-08,-1.1714965209,2.92523830709772,3.28630319166541,3.19693774451001,2.459488399693
2019-10-09,1.1720142604,2.66255678559492,2.88171372203388,2.87165918674581,0.681374392473275
2019-10-10,1.3478394925,2.58231563156731,2.8900324607363,2.80857336589917,1.01446784627618
2019-10-11,2.6598287626,2.46383765340169,2.77821341545865,2.68753772540669,0.929770270190597
2019-10-14,-0.14393971469,2.40742511606649,2.75709868831364,2.64007150967056,0.832848404162555
2019-10-15,-0.23317929363,2.85411863008514,3.33614765917307,3.14734395825379,0.545399202237757
2019-10-16,-0.40370559245,2.58955862278937,2.95094071066543,2.84505674043672,0.66149771676483
2019-10-17,0.38827494991,2.38021071933977,2.62380465858623,2.54636467756245,0.572857015710323
2019-10-18,0.48027881676,2.20430704589933,2.39078093989504,2.30998825092182,0.665590610202253
2019-10-21,1.7342751999,2.03451079251256,2.1380470958278,2.06880011434034,0.6734276393864
2019-10-22,-0.2286807201,1.89865429698692,1.93732940117133,1.87722689768989,0.550650095662569
2019-10-23,1.3418903151,2.03451917554536,2.17730102075429,2.11831154955355,0.666039252647467
2019-10-24,0.16448721126,1.89493646043167,1.97359933247145,1.91675933632127,0.644407732795502
2019-10-25,1.2316282124,1.91405528749465,2.05056783456068,1.98334894686225,0.415670861445211
2019-10-28,1.0017033012,1.77762975848408,1.83050828423314,1.78153175083892,0.419701338178203
2019-10-29,-2.3127885966,1.79330982725759,1.8780776112468,1.82160233930379,1.39718433555215
2019-10-30,-0.012330963181,1.76042875647145,1.84840806330009,1.78789687113737,1.15146534701748
2019-10-31,2.2609553565,2.23974406077578,2.40367840069761,2.48513799727596,2.39510681586842
2019-11-01,2.8380768612,2.06076049399908,2.14035088312502,2.20353637494384,0.766415996117225
2019-11-04,0.65671175034,2.37607991993518,2.58689842070583,2.69742590559645,0.819421032511545
2019-11-05,-0.14368932043,2.92805558759563,3.24792911731573,2.94206484574134,0.476086040343257
2019-11-06,0.042779916839,2.66844724704396,2.90887256736974,2.94129440786444,0.570613980218082
2019-11-07,1.1541310876,2.43117181288095,2.58186124956042,2.51492949995549,0.585144167824236
2019-11-08,0.27367690709,2.2186033108066,2.28840188273405,2.29722408823828,0.498632828240487
2019-11-11,0.79188129475,2.1459974717487,2.25146531143742,2.23244026483407,0.498670177079466
2019-11-12,-0.091533180967,1.98061956641639,2.00566414370171,2.15385647554658,0.492854634529879
2019-11-13,0.95816155153,1.8860526643856,1.88344058559082,2.08435388920211,0.856745272842611
2019-11-14,-0.69194993757,1.75520776874735,1.69793030523805,1.63286547756002,0.800079176750517
2019-11-15,1.1879378615,1.71659319978841,1.65938165206716,1.95373431481828,0.473308227803519
2019-11-18,0.50421432898,1.67429615151793,1.64428860532163,1.92537118902575,0.465522214828352
2019-11-19,-0.303257207,1.69106150003446,1.70013828647938,1.93264294746336,0.572546278456408
2019-11-20,-1.164144354,1.60262996118824,1.55616044773259,1.50630261062516,1.5542347475092
2019-11-21,-0.4483453019,1.53246322125678,1.4510589347127,1.82781080602149,0.666112445458832
2019-11-22,-0.087782909031,1.61545854344246,1.62874323784034,1.57330397473826,0.539096291287745
2019-11-25,1.7533807015,1.55463788871891,1.54466792304175,1.4731233869644,0.331425354266016
2019-11-26,-0.78086871645,1.48075288221519,1.40656241209866,1.35577501094189,0.737276714661825
2019-11-27,1.3432214611,1.68685590666425,1.69265581660668,1.72405270005242,0.257335304193556
2019-11-29,-0.22028076464,1.66520807939582,1.70458713822628,1.68762465156218,0.281566668379341
2019-12-02,-1.156220767,1.71929404743708,1.81379182925039,1.81664582950413,1.14550877595511
2019-12-03,-1.7830102967,1.62847333261689,1.63727771733697,1.60891209145543,1.34130801726773
2019-12-04,0.88263634607,1.7027852312843,1.80916731151551,1.76649570879717,0.523119854612462
2019-12-05,1.4671047604,1.96612040761007,2.17578555499144,2.2859057055832,0.540897146645622
2019-12-06,1.9316213569,1.88391583609549,2.05665022181775,2.11553159731101,0.37051774059479
2019-12-09,-1.4000221639,1.94243272902355,2.19522192390635,2.25621227200899,0.732745868460521
2019-12-10,0.58444477745,2.14836880056318,2.50702500429931,2.61064677035,0.965131763091799
2019-12-11,0.85294994024,2.2020338568532,2.6416577042147,2.7099742897044,0.496459947577828
2019-12-12,0.25482882156,2.04622552634816,2.39640233133951,2.3900832286642,1.88669554900737
2019-12-13,1.3593162897,1.94112830903027,2.23373546389768,2.17552214318159,1.56549845050013
2019-12-16,1.7117935671,1.79918166689436,1.98532727141428,1.84059573783212,0.480286635810754
2019-12-17,0.19652683495,1.83796163310295,2.0679430488602,1.9538751424997,0.541383882174435
2019-12-18,-0.23893584403,1.97217462242824,2.28975276312097,2.26382127993872,0.393485821194616
2019-12-19,0.10009294346,1.8258945693507,2.03311786850178,1.89526543085687,0.411008288597999
2019-12-20,-0.20712806236,1.70956695944343,1.8472333242763,1.63406426549455,0.434896187448872
2019-12-23,1.6318350989,1.60128457758335,1.65470483568962,1.44161379328085,0.419789193009783
2019-12-24,0.095070422503,1.52515995076348,1.51820596196653,1.30725514190169,0.253704910963871
2019-12-26,1.9840292682,1.67826273307354,1.7529600493815,1.66239647211333,0.284752167104538
2019-12-27,-0.037942810104,1.58179322912845,1.57927741489436,1.45029049687276,1.23912677045887
2019-12-30,0.59351276759,1.83599841595287,1.91877515881496,2.07579494188376,1.37569982245269
2019-12-31,0.73065312845,1.71877719970982,1.72820243080051,1.74646423501353,0.857137034313854
2020-01-02,2.2816277882,1.63614727732172,1.60155213671149,1.5433415279974,0.793854615399559
2020-01-03,-0.97219910094,1.58370642660193,1.52467324604801,1.45980917326451,1.27109611973399
2020-01-06,0.79682614378,1.94772054211399,1.94761651924557,2.31073204787486,0.756112266358245
2020-01-07,-0.47031354234,1.92298098931109,1.98253344403212,2.04176860266385,0.821685362932217
2020-01-08,1.6086329972,1.83627363796809,1.87012921922506,1.97248787324542,0.90707483608641
2020-01-09,2.1240806096,1.74872558955305,1.76699275108427,1.86390283576882,1.18275308458388
2020-01-10,0.22607628453,1.85883083988062,1.95805975081714,2.17091932604322,1.15291356956378
2020-01-13,2.1364354076,2.12103999212184,2.3108850929192,2.58543502050514,0.545190103983483
2020-01-14,-1.350328117,1.96826646308401,2.0663933889475,2.10951390838731,1.95462500230201
2020-01-15,-0.42855315351,2.22278205919181,2.43550662637352,2.34351380615418,1.15994570129185
2020-01-16,1.2526498364,2.25358299941525,2.57247915782337,2.38255623401846,0.603514183311224
2020-01-17,1.1070930084,2.10177736785033,2.36135575368262,2.46164803117634,0.524712202465751
2020-01-21,-0.67768958061,2.07147688965899,2.34367651603373,2.41773011181315,0.627579865489127
2020-01-22,0.35695106944,2.01129035576775,2.27752139403463,2.31464093746437,0.545655453546536
2020-01-23,0.4815864022,1.9298238240262,2.17736574651936,2.14804554699393,0.720997973336063
2020-01-24,-0.28819346562,1.80045512514878,1.95748845977003,1.84591797066367,1.34203836613394
2020-01-27,-2.9405296723,1.69432524975043,1.78189656125747,1.59829162090788,2.45930586393298
2020-01-28,2.828936721,1.62006779995846,1.65723604947776,1.43356874502186,0.921591912126696
2020-01-29,2.0932355441,2.43866205050668,2.32710414926803,2.8185474942632,2.34419397124275
2020-01-30,-0.1449096625,2.96135129309758,2.94782611442971,3.22885526057062,1.63889202013509
2020-01-31,-4.4338777907,3.0545211430249,3.22261767413585,3.25086767371862,3.75544232037638
2020-02-03,-0.27462763701,2.78656458324414,2.88547585246687,2.92217703193927,2.88941033422773
2020-02-04,3.3013672002,4.56482138088082,4.08750947461196,4.10802057375873,1.16453977387616
2020-02-05,0.81543045308,4.09871464705653,3.63133064528872,3.61670978104993,1.53718604483873
2020-02-06,1.1696997977,4.64780075898001,4.44406085791129,4.14718671848753,0.838704608696715
2020-02-07,-1.3592651953,4.15399079355873,3.96639329288506,3.70614671519684,1.46247145469169
