"Date","Return","Vol_HAR","VaR_HAR_1","ES_HAR_1","VaR_HAR_5","ES_HAR_5","RV_APPLE"
2015-09-11,1.4568712801,2.01139562389676,-5.54001501449419,-7.26803460403548,-3.64769600839058,-5.28475646699691,1.22244298815286
2015-09-14,0.96313807917,1.91768033680711,-5.27669173110015,-7.06181405441429,-3.473461615394,-5.08284230984455,1.93009549136206
2015-09-15,0.84121064956,1.74454179210023,-4.78869716311557,-6.64395540778409,-3.1490866953539,-4.78801544520303,1.21947265396231
2015-09-16,0.11179910561,1.74145016965716,-4.78050326430462,-6.64395540778409,-3.1442449203895,-4.77567077000226,0.798223584994193
2015-09-17,-2.1389914956,1.68442496320546,-4.62062889734074,-6.411482653052,-3.03868301300553,-4.70321246223885,2.66173927767523
2015-09-18,-0.41257022476,1.52477435144195,-4.16955131820939,-5.89047532548955,-2.73659214742466,-4.3862121081994,2.64299726944195
2015-09-21,1.5513442044,1.61069871131927,-4.41143738002056,-6.2371891245,-2.89836042148268,-4.5861039975027,1.41041829762924
2015-09-22,-1.5710441802,1.66022660353412,-4.55096879183369,-6.37528511579412,-2.98948927980459,-4.66848022405106,1.50187934779467
2015-09-23,0.81128747788,1.57542878621158,-4.31203756234389,-6.11052744824407,-2.82997025853147,-4.48761002911529,1.03808891843429
2015-09-24,0.59482155357,1.5887041761762,-4.34988836796878,-6.17287947982807,-2.85574044367923,-4.50881422268194,1.77279803661797
2015-09-25,-0.25217391303,1.55811135555747,-4.2635476176278,-6.08053646533167,-2.79872222840163,-4.45624272107125,1.89424673674247
2015-09-28,-1.9789033214,1.47835730426536,-4.0382747389055,-5.73964323246438,-2.64727547116374,-4.26358811278833,2.45592360254358
2015-09-29,-3.0060476698,1.43719046592735,-3.92172961055895,-5.52813345034699,-2.56858671578673,-4.16862915647382,3.47406187199414
2015-09-30,1.1369888134,1.49209299256363,-4.07601209132098,-5.76289067060417,-2.67940557185024,-4.28346317379494,2.79127202299975
2015-10-01,-0.6527651859,1.61487750243532,-4.42173849195753,-6.2371891245,-2.91015780546393,-4.586827371125,3.59410968059874
2015-10-02,0.73006022994,1.63792516671934,-4.48595314488785,-6.33962691196154,-2.9528723151592,-4.65677295254225,2.51312153318955
2015-10-05,0.36238448993,1.7402996427646,-4.77561157257703,-6.64395540778409,-3.14656621255231,-4.78994103833588,1.58146983448968
2015-10-06,0.47842570875,1.69873893395996,-4.66015826318076,-6.44722540680204,-3.07024836842569,-4.71639244127153,2.00476276629694
2015-10-07,-0.47614769574,1.61530204697878,-4.42527670690725,-6.2371891245,-2.91363879363146,-4.59821652766871,1.73595640345174
2015-10-08,-1.1554432208,1.58498464363118,-4.33935625786671,-6.14142656827586,-2.85561339874257,-4.49918110375321,2.0927123097689
2015-10-09,2.3926940639,1.53004634011832,-4.18502540687295,-5.93769892402462,-2.75262664367308,-4.40622590859939,1.72967938321367
2015-10-12,-0.4637887977,1.49714050991021,-4.09185760880125,-5.76289067060417,-2.69012706435911,-4.3007596586892,0.987396874960239
2015-10-13,0.17025089601,1.43972482956063,-3.93015412805197,-5.52813345034699,-2.58191916234692,-4.17788979419263,0.999637707269462
2015-10-14,-1.4133643439,1.36492627262891,-3.71964103294585,-5.30969185308105,-2.44154842773566,-3.94323075596154,1.26526347590869
2015-10-15,1.4971418203,1.32418291475959,-3.60489403726608,-5.24198870691515,-2.3649629166233,-3.82093180729542,1.23968835926312
2015-10-16,-0.73305918113,1.32076009800058,-3.59504056709929,-5.19374377525294,-2.35845972340569,-3.81487951932739,0.844356186898009
2015-10-19,0.62139769452,1.28324318437354,-3.48916211729861,-5.08786138842294,-2.28764830958711,-3.74963247957222,1.02404376145425
2015-10-20,1.8258301263,1.21682286620184,-3.3020057333316,-4.9066461787377,-2.16261234815136,-3.60720601932986,2.00954992872134
2015-10-21,-0.0087896633886,1.22701883131602,-3.33098347589121,-4.96057899191017,-2.17558785451891,-3.61763293998551,1.46815967620323
2015-10-22,1.5295358649,1.3360358281678,-3.63836913931215,-5.29255848493646,-2.38028813662129,-3.8581377993859,1.01696557244157
2015-10-23,3.0995670995,1.30869776307273,-3.56132356071082,-5.16258734557692,-2.3289258110219,-3.80288533106132,1.13124657253636
2015-10-26,-3.191132012,1.26724343660342,-3.44474583834443,-5.05856972066396,-2.25135299215692,-3.69859211471418,2.11113077971962
2015-10-27,-0.63324080502,1.28774654736649,-3.50239855624058,-5.10255152850185,-2.2964538386457,-3.75319677834643,1.80496257965751
2015-10-28,4.1204714098,1.39701784453514,-3.8100281748746,-5.43278660621136,-2.50170906439796,-4.06137241484829,2.47381695260502
2015-10-29,1.0564265951,1.36961197918001,-3.73198714402206,-5.34378681218387,-2.44958532151931,-3.95341210857136,1.37433305356525
2015-10-30,-0.85455903109,1.4503930940576,-3.95940674777756,-5.5670516211284,-2.60128820658438,-4.19784385264043,1.11381824557957
2015-11-02,1.4058577408,1.39173006983758,-3.79436846647425,-5.41447391630562,-2.49107033162877,-4.01686847261422,0.570179436853884
2015-11-03,1.1470539692,1.37061174557072,-3.73519471345272,-5.34378681218387,-2.45156814618078,-3.96027628317215,1.09530793978309
2015-11-04,-0.4650403851,1.26302497992811,-3.43233931055883,-5.02986519461239,-2.24394323160384,-3.69114286988137,1.22168954742856
2015-11-05,-0.46098123139,1.26498024460354,-3.43811236335156,-5.05856972066396,-2.24739788659045,-3.69665524409313,1.23123262905129
2015-11-06,0.11577902751,1.2174277147317,-3.30461919956784,-4.9066461787377,-2.15828981470586,-3.59006201494929,0.981913171978227
2015-11-09,-0.40475797132,1.20957593076331,-3.28303210888684,-4.9066461787377,-2.14461522594481,-3.58499427290989,1.34745746324989
2015-11-10,-3.15169611,1.18348297741039,-3.20935747621952,-4.85395464012302,-2.09591556006675,-3.53506295082867,2.0041814603666
2015-11-11,-0.56521366796,1.24316565925429,-3.37743123655291,-4.97411681649145,-2.21271350941465,-3.67256108096479,1.8742970884213
2015-11-12,-0.33588838178,1.32746892389908,-3.61470909109212,-5.24198870691515,-2.37075200232129,-3.83989783518613,1.30619382641136
2015-11-13,-2.9208434152,1.34607039150158,-3.67100616146298,-5.30969185308105,-2.40968700781566,-3.89031967271261,1.7559789397305
2015-11-16,1.6334342177,1.3127750740233,-3.57635042938514,-5.17809546721456,-2.3654624484153,-3.81188191476584,1.89378737425836
2015-11-17,-0.42478651203,1.37482106608187,-3.75113151257749,-5.34378681218387,-2.4828600459438,-4.0005727040771,1.39584353902427
2015-11-18,3.1665054095,1.40668044099161,-3.84050936254744,-5.47030345444535,-2.54311991439421,-4.09727734010448,1.31436118230937
2015-11-19,1.270355529,1.35213556060626,-3.68670756889272,-5.30969185308105,-2.43935778570902,-3.93177530627098,1.33046119894872
2015-11-20,0.43778413874,1.32452274047889,-3.60877800003946,-5.25505944595,-2.38639091697924,-3.84791042505085,0.745989132162003
2015-11-23,-1.2992455992,1.3243604094393,-3.60976663781039,-5.25505944595,-2.36914309783662,-3.83552719289076,0.960342152419733
2015-11-24,0.95966029712,1.23917395177284,-3.3700783140162,-4.96912192105897,-2.20395622775158,-3.64711087695129,1.33034670363015
2015-11-25,-0.71500672939,1.21221042615846,-3.29485067896696,-4.91446097127686,-2.15468451613134,-3.57980585379296,0.627793307334107
2015-11-27,-0.18639328982,1.23622212822653,-3.36281831261371,-4.96912192105897,-2.19988679449605,-3.64180204466654,0.401144051142136
2015-11-30,0.41592394537,1.14762433926486,-3.11562844790669,-4.75947534966917,-2.03725558100872,-3.49147028371755,1.00514227167257
2015-12-01,-0.81149619618,1.07975998976488,-2.92495483717372,-4.60601731117808,-1.91067654037318,-3.37102177399329,1.00964466464704
2015-12-02,-0.90335776367,1.13592264916061,-3.08401091623566,-4.69947490068623,-2.01726745306487,-3.47711184434393,1.08693172318764
2015-12-03,-0.92879256972,1.13731063954201,-3.08871299471029,-4.71125193276861,-2.02063487256913,-3.47711184434393,1.55250527373809
2015-12-04,3.3246527779,1.13164898016901,-3.07240406936413,-4.69947490068623,-2.00946491212837,-3.47711184434393,1.33711613495416
2015-12-07,-0.63009325377,1.21250732645687,-3.2997518147559,-4.91446097127686,-2.161695288842,-3.60785910261331,1.86464918250031
2015-12-08,-0.042272573683,1.23992072198049,-3.37651889022819,-4.96912192105897,-2.21215326478189,-3.67162400902105,1.42929843266841
2015-12-09,-2.2075615326,1.31423986907614,-3.58715912208752,-5.20594860192376,-2.3525639792013,-3.79722189078648,1.75120344043178
2015-12-10,0.47569624639,1.30218383564597,-3.55558036412919,-5.17425269571359,-2.32370154972375,-3.78526361953984,1.34139850594256
2015-12-11,-2.5738142377,1.35228079659495,-3.6979479628305,-5.32403904001277,-2.41809233639753,-3.89018210701266,1.84084628261333
2015-12-14,-0.61848383102,1.31653831255526,-3.59779279691423,-5.222036459933,-2.36087356013483,-3.80403614938107,3.03747232148553
2015-12-15,-1.769203414,1.36939950747144,-3.74657174292575,-5.35881649186522,-2.45117916471857,-3.95047360974727,1.4072038415929
2015-12-16,0.76930038922,1.48903532499005,-4.08687659953947,-5.76289067060417,-2.67817111270156,-4.28110584625955,3.0576735167731
2015-12-17,-2.1196335549,1.38992870749238,-3.80562113598036,-5.44970304672529,-2.49159287219795,-4.00642894269481,1.93703752341776
2015-12-18,-2.7069187007,1.54042480654622,-4.22952980475674,-6.05069633170984,-2.77378933825901,-4.4243370870546,3.21880637555352
2015-12-21,1.226068094,1.49772204760133,-4.10830769602049,-5.78622912915634,-2.69682489135705,-4.29928366066818,1.76076485302254
2015-12-22,-0.093170595301,1.62186073220774,-4.4575376633585,-6.27026427606296,-2.92983346041738,-4.60601731117808,1.08216978497831
2015-12-23,1.2962790262,1.4963617556194,-4.10336226161768,-5.76289067060417,-2.69471193840069,-4.29022283387175,0.928390906386446
2015-12-24,-0.54317805188,1.44332293387156,-3.95396834191606,-5.60483066341139,-2.59672205044024,-4.17736271757513,0.477645699602632
2015-12-28,-1.1200592428,1.35030826920045,-3.69211757904158,-5.35373591982935,-2.42334044651299,-3.91698622227937,0.823315347338637
2015-12-29,1.7974162141,1.25755566004663,-3.43063395225082,-5.05907041429818,-2.24864056920041,-3.68773031724828,0.629623376256611
2015-12-30,-1.3058672062,1.17315228859213,-3.19197210092199,-4.86233579665968,-2.09013228425012,-3.51724498531531,0.914344100709294
2015-12-31,-1.9194931047,1.10384994385463,-2.99635270042023,-4.66238228822643,-1.95984535035841,-3.40673371227445,1.03554559293474
2016-01-04,0.085502565162,1.11793957869109,-3.03837127904242,-4.69836916941606,-1.98863502582081,-3.45169243229511,3.471027511608
2016-01-05,-2.5059326056,1.13344214678853,-3.08073119060365,-4.71037919968971,-2.01637246034256,-3.47572896074238,4.05627115118381
2016-01-06,-1.9569662157,1.43377495578091,-3.92718852563281,-5.56401873428272,-2.57879435730813,-4.17137734137725,3.59816748159456
2016-01-07,-4.2204568023,1.59116013097172,-4.37022276715309,-6.17287947982807,-2.87284313821636,-4.52497452695658,4.42632091233243
2016-01-08,0.52877138423,1.67059767976846,-4.59284172162769,-6.411482653052,-3.02353713016106,-4.67105663917286,3.88677469048692
2016-01-11,1.6192244226,1.82772524827494,-5.03542448991254,-6.86722805791026,-3.31910786028828,-4.97085845347845,3.32943253529649
2016-01-12,1.4513346188,1.88974341895211,-5.21098965346413,-7.06181405441429,-3.43658074361304,-5.07229915785596,2.90907992686351
2016-01-13,-2.5710284113,1.86272158804113,-5.13595948197501,-6.92864817805676,-3.38785698556801,-5.00180950250357,4.28579708893268
2016-01-14,2.1870828627,1.81028499815563,-4.98883206899209,-6.8335785990359,-3.28925596550461,-4.91714853803559,4.57285575262609
2016-01-15,-2.4015273311,1.90073074328487,-5.24270397645608,-7.08337545833824,-3.45832886745347,-5.09113056582736,4.06589797019078
2016-01-19,-0.48388757332,1.92276166845495,-5.30417445246552,-7.12803381282121,-3.49958557556359,-5.10173014672981,2.88912644383687
2016-01-20,0.13449203379,1.90641225480163,-5.25750755275736,-7.12803381282121,-3.46785808887534,-5.08619228778381,5.30091708982489
2016-01-21,-0.50625064569,1.84147626184694,-5.07328769916176,-6.91577076154324,-3.34500558843915,-4.97757714518304,5.51643119712202
2016-01-22,5.3167185879,2.02243777471651,-5.58138518277483,-7.42178152268214,-3.68260324083825,-5.3546184860427,2.6468299624024
2016-01-25,-1.9522776574,2.06994785718776,-5.71631779963987,-7.71813676999167,-3.77342034532633,-5.41069362318837,2.64805100411421
2016-01-26,0.55309734526,1.88865860672282,-5.20639056121493,-7.12803381282121,-3.428588945201,-5.05154286174112,3.43340981485302
2016-01-27,-6.5706570656,1.84840305824968,-5.09406579510393,-6.91577076154324,-3.35481203052469,-4.97757714518304,5.79950150815334
2016-01-28,0.7171911795,1.90501732212419,-5.34824258383956,-7.11164037907941,-3.46292156636179,-5.11198211977333,4.03521309943547
2016-01-29,3.4541396535,2.03162099000363,-5.71097166410848,-7.672237581816,-3.70013341033304,-5.36813002581556,1.80567798266099
2016-02-01,-0.93486747473,1.91787364934641,-5.38622792591126,-7.11164037907941,-3.48810087224473,-5.12776795787308,1.5310574483315
2016-02-02,-2.0221922638,1.78938313339483,-5.0183696759514,-6.90668882217632,-3.24724191700474,-4.90631210058151,1.79715668066521
2016-02-03,1.9792548688,1.74214676245037,-4.88502559399233,-6.76434076807805,-3.16007103660148,-4.8246015824856,3.87634919255538
2016-02-04,0.80350620883,1.70524294182984,-4.77931540009213,-6.67363532387674,-3.09136860471393,-4.73175700445303,3.08244174555425
2016-02-05,-2.6708074533,1.7546181804781,-4.92008597620906,-6.8107838868375,-3.183398063313,-4.84857233113171,2.76752760806584
2016-02-08,1.0529674537,1.68317047943198,-4.7144850278761,-6.54772052351957,-3.04830005483532,-4.70703694884627,3.98759975586719
2016-02-09,-0.021050415671,1.69602464850918,-4.75050165667021,-6.63018690201591,-3.07211859574749,-4.71938305333233,3.76956230550199
2016-02-10,-0.75797452364,1.83336767801883,-5.14585366798702,-6.95462134846757,-3.33167235421325,-5.00480066573571,2.0782744836541
2016-02-11,-0.60464622902,1.87987136621367,-5.28131573304489,-7.11164037907941,-3.42053320944058,-5.08003850942243,3.18312117956045
2016-02-12,0.30949839929,1.74063264910319,-4.88147861613901,-6.76434076807805,-3.15853769621526,-4.84752713254715,1.20101080459224
2016-02-16,2.8194488776,1.79793376678585,-5.04707041915164,-6.90668882217632,-3.26751716438469,-4.94621513656379,1.30376862914334
2016-02-17,1.5314569537,1.6441082792829,-4.60612343214601,-6.43278395177143,-2.97901089328722,-4.66778250479051,1.63445037581157
2016-02-18,-1.8956379943,1.55183557155657,-4.34037203613122,-6.18630368863393,-2.80435152851369,-4.46082548899806,1.6349623201427
2016-02-19,-0.22854768331,1.48763621545833,-4.15593136783363,-5.94356724763125,-2.68312113805144,-4.29935186813918,1.32319298649439
2016-02-22,0.87463556847,1.46602299500524,-4.09401365349664,-5.78843354384143,-2.64265596083833,-4.23499008788933,0.977145233851675
2016-02-23,-2.2605284889,1.37129396595509,-3.82218988505348,-5.50253484735542,-2.46485113545382,-3.98903729339423,0.729215359778201
2016-02-24,1.4890695955,1.32979400267289,-3.70300884760147,-5.36813002581556,-2.38647085620903,-3.84580067006681,2.03948740029582
2016-02-25,0.68678459938,1.27726904275963,-3.55267749870028,-5.191742794105,-2.28842798714311,-3.73599794834494,1.45725022678568
2016-02-26,0.15502273673,1.37884812075257,-3.8446517733915,-5.52298214487195,-2.48050090738306,-3.99920758574709,1.25466197003785
2016-02-29,-0.227014756,1.33132477870288,-3.70805726409681,-5.36813002581556,-2.39102445341873,-3.85415617053921,1.34077732861994
2016-03-01,3.971455166,1.31011187462919,-3.64650683582545,-5.34941308609451,-2.35075461208545,-3.79716078487585,1.71549069134773
2016-03-02,0.21884014732,1.32054253704621,-3.67621098586058,-5.36813002581556,-2.37073991637035,-3.84096797569913,1.30396300905773
2016-03-03,0.74441687357,1.37940847980882,-3.84607149229344,-5.52298214487195,-2.48266045393866,-4.00660714608439,1.40507463372504
2016-03-04,1.487684729,1.32172956901855,-3.67998797184584,-5.36813002581556,-2.37388994542494,-3.84741243708991,2.30357514139941
2016-03-07,-1.106688671,1.32607183773651,-3.69216338495219,-5.36813002581556,-2.38104358658944,-3.85389010942335,1.39568328066046
2016-03-08,-0.82458034758,1.42603537131085,-3.98004405282832,-5.64862202432237,-2.56990562327401,-4.16693766049081,1.74003259319179
2016-03-09,0.089082450722,1.36584322419007,-3.80680290481977,-5.48242452552143,-2.45607610359864,-3.96998646394762,1.54217119516158
2016-03-10,0.049446202502,1.38545727412946,-3.86384383034618,-5.52298214487195,-2.49388357487484,-4.02153566455172,2.2416528749719
2016-03-11,1.0773944845,1.37985549336718,-3.84709498925893,-5.52298214487195,-2.48289876525212,-4.00660714608439,0.766982523767915
2016-03-14,0.25425386266,1.45153646083081,-4.05334851407248,-5.76417148951127,-2.61709014713334,-4.23815844015989,0.690422066173853
2016-03-15,2.0093640265,1.28900702061262,-3.58636752835445,-5.24198805522165,-2.31026653204956,-3.76630079231452,1.16815418292266
2016-03-16,1.329126028,1.24972898402573,-3.47358993069061,-5.14336160053495,-2.23700994263697,-3.68433902208431,1.28123819945746
2016-03-17,-0.16042276111,1.25288871080352,-3.48280260250486,-5.14336160053495,-2.24246551533471,-3.68433902208431,1.13163691122378
2016-03-18,0.11342155012,1.24873935061106,-3.47286904620028,-5.14336160053495,-2.23658929775309,-3.68433902208431,0.765443385730726
2016-03-21,-0.0094410876954,1.18744747955194,-3.29653744136692,-4.97443567780351,-2.12102176862374,-3.54509448088256,1.79498819093403
2016-03-22,0.76480030202,1.15773964473632,-3.21107510579599,-4.91587388236525,-2.05279831043002,-3.49533422535911,0.994699435008795
2016-03-23,-0.55284857563,1.28127542058102,-3.56750688857924,-5.22504907554898,-2.28456975369472,-3.74143535103102,0.782559837091788
2016-03-24,-0.4334306981,1.21676204194571,-3.38198102481056,-5.04928937436239,-2.16385935029473,-3.60075554865148,0.702575570001401
2016-03-28,-0.45424434575,1.17748589717454,-3.26965478202733,-4.97443567780351,-2.09022561638791,-3.51866282098636,0.805741551882061
2016-03-29,2.367145166,1.15115706251137,-3.19405715990993,-4.90152515687227,-2.04141318509756,-3.48884569968082,0.839445777081116
2016-03-30,1.7459138187,1.15758925349115,-3.21232348315566,-4.91587388236525,-2.05281763794309,-3.49878573688138,1.57664213225227
2016-03-31,-0.52026286976,1.11153264423098,-3.08069841407966,-4.7401788247313,-1.96589467101838,-3.41601271073616,1.04820534741055
2016-04-01,0.91751536838,1.19622274982817,-3.32441290260297,-5.00411367685357,-2.12513687552155,-3.54884697587179,0.910823896073218
2016-04-04,1.0273661243,1.1688529866195,-3.24527870930865,-4.9304325112094,-2.0739579664555,-3.50870715251667,1.27248694677999
2016-04-05,-1.1789056874,1.16647072055225,-3.237897400538,-4.9304325112094,-2.0599853116317,-3.49878573688138,1.32900342083535
2016-04-06,1.0472634549,1.21421650911939,-3.37614294973235,-5.0191972275018,-2.14982620067188,-3.57455425721782,0.865991959629462
2016-04-07,-2.1809661138,1.23995953961062,-3.45017113761775,-5.11133897629238,-2.1978368535222,-3.63297918433182,1.21362288368836
2016-04-08,0.11055831964,1.17012519830531,-3.24955238967819,-4.94495687200086,-2.07759969452207,-3.50411289286713,1.08740781203085
2016-04-11,0.33130866923,1.20298883453069,-3.34397017810521,-5.0191972275018,-2.13912706959865,-3.56435403510253,1.20137568950284
2016-04-12,1.3025133003,1.19985392050785,-3.33568627829189,-5.0191972275018,-2.13335742265128,-3.55922683172302,1.40736590827617
2016-04-13,1.4487504528,1.20405378807382,-3.34768257629412,-5.0191972275018,-2.1411748069485,-3.56435403510253,0.995323554683571
2016-04-14,0.053552302779,1.21933229251417,-3.39413470770649,-5.04928937436239,-2.17019206570983,-3.60081203947926,0.557709137802478
2016-04-15,-2.0071364854,1.1957209269509,-3.32648801630119,-5.00411367685357,-2.12566761175116,-3.54397907244804,1.25613804851819
2016-04-18,-2.1574874829,1.13145369512962,-3.14138481716717,-4.80512786707222,-2.0090333090344,-3.46479955202896,1.24174830044038
2016-04-19,-0.5303312244,1.19192433007713,-3.31638839428442,-5.01793222387568,-2.13471646647124,-3.55450464656295,1.21593026576442
2016-04-20,0.20578056301,1.19270730148163,-3.31845610660057,-5.01793222387568,-2.13605824504926,-3.55450464656295,0.988376321109468
2016-04-21,-1.0827966023,1.1821150293378,-3.28802673503572,-4.98774701161239,-2.11607618728538,-3.52927441220954,1.10045186065756
2016-04-22,-0.27366235727,1.16550180274408,-3.23975085164114,-4.94995821479652,-2.08427926720492,-3.50225436380488,1.30543743574536
2016-04-25,-0.56775170333,1.19731951689198,-3.33126794423269,-5.04142645085138,-2.14438895320141,-3.56263805535164,0.851265171786557
2016-04-26,-0.69470879325,1.21530298948354,-3.38282113708857,-5.0724965672486,-2.17816784166246,-3.60618692558684,1.58590489810308
2016-04-27,-6.2577862962,1.16423981437202,-3.23526518165911,-4.94995821479652,-2.08144411616988,-3.49840924535052,2.44284829523992
2016-04-28,-3.056634635,1.23706400642024,-3.52080774389395,-5.18017206606765,-2.22073037289873,-3.70026659102341,2.14664732987605
2016-04-29,-1.1494252873,1.360200055359,-3.88358475988371,-5.59061090033,-2.45985387316003,-3.99640547512947,2.06723422420947
2016-05-02,-0.10667804563,1.38641679967987,-3.96019259014492,-5.63262790973077,-2.50829068501065,-4.09732474237784,1.70724020386161
2016-05-03,1.6445963263,1.41256478825243,-4.03685313237689,-5.7939268718169,-2.557022003165,-4.13867724274127,1.65330317806384
2016-05-04,-1.0401344821,1.42464425941853,-4.07290383118639,-5.81861400303714,-2.58164074953361,-4.20815381167238,1.50329774946775
2016-05-05,-0.40589617602,1.42541156860287,-4.07526293967515,-5.81861400303714,-2.58416936284698,-4.21117195223056,1.19113469440823
2016-05-06,-0.55770055778,1.3798020490465,-3.94069123325615,-5.59061090033,-2.49791501649719,-4.06717923338883,1.32661366950432
2016-05-09,0.075496117461,1.32068132707355,-3.76637872507703,-5.44830966440805,-2.38413995037935,-3.8713639788808,1.09210257641598
2016-05-10,0.67895247321,1.29977093260622,-3.70475109486933,-5.39160371630111,-2.34475525359974,-3.82576443389654,1.28548287706945
2016-05-11,-0.9740954828,1.25706789159601,-3.57859560206971,-5.2629129179,-2.26401522251663,-3.74287657961434,1.11640812705506
2016-05-12,-2.3456923575,1.25464339835474,-3.57207824311165,-5.2629129179,-2.26033371915561,-3.72487362026032,2.36612174187295
2016-05-13,0.19924728804,1.22557319511365,-3.48629303586954,-5.17856851458431,-2.21385816176249,-3.68423412277756,1.70184543571201
2016-05-16,3.7118868759,1.36198569434008,-3.88860817020492,-5.59061090033,-2.47421770731148,-4.01957274979212,1.46502359013196
2016-05-17,-0.41542394547,1.33566457532591,-3.81087579187976,-5.50757490818452,-2.41515584169657,-3.93124012430465,1.35600268422472
2016-05-18,1.1445074339,1.33678779109031,-3.81542580625538,-5.52798824667711,-2.42068557456431,-3.93903656241831,1.7470631213641
2016-05-19,-0.38071065992,1.33219142984966,-3.80306176177312,-5.50757490818452,-2.4139306697203,-3.93194111133692,1.47605184609534
2016-05-20,1.0828025477,1.38414747638343,-3.9558446029052,-5.63262790973077,-2.51246666444333,-4.10860052184293,0.584824633062232
2016-05-23,1.2707414409,1.33107456908623,-3.79996070912238,-5.48752058226,-2.41200432336227,-3.93194111133692,0.850636157589641
2016-05-24,1.5244218604,1.22070266489012,-3.47458419049716,-5.19240356027921,-2.20319023090658,-3.66206484706797,0.546288924192481
2016-05-25,1.7568947906,1.21133838239196,-3.44680826997581,-5.17536129692549,-2.18576549393851,-3.63398841425517,0.78933868460326
2016-05-26,0.79301345104,1.14930794310564,-3.26348981420127,-5.01384315453036,-2.06704981406557,-3.50269339940629,1.26632711637126
2016-05-27,-0.059755004531,1.12162324958175,-3.18165958780362,-4.93734090132906,-2.01390565088555,-3.47255804579932,0.631470046069254
2016-05-31,-0.4882909815,1.14740721400269,-3.25788062166507,-4.99832970732566,-2.06258657615769,-3.50269339940629,0.697306924381177
2016-06-01,-1.4019627479,1.09520314386703,-3.10387485504151,-4.80862232788968,-1.96318723183334,-3.40449396028268,0.785833374025467
2016-06-02,-0.75157424344,1.08844399433541,-3.08437003802486,-4.79505854188583,-1.95060134412141,-3.38581955657774,1.11438846920946
2016-06-03,0.2046663938,1.1039633578457,-3.1296725225472,-4.86438622976066,-1.98001065574605,-3.44072793827047,0.75097498125087
2016-06-06,0.72508169924,1.14364604239909,-3.24636673436588,-4.99832970732566,-2.05607043162102,-3.50940363874542,0.797994114504112
2016-06-07,0.40555611886,1.08731242464454,-3.08085448186651,-4.79505854188583,-1.94837021641044,-3.38657988164757,0.525287557579767
2016-06-08,-0.090881551114,1.09748171315867,-3.11020710007323,-4.85014094898455,-1.96780458830569,-3.42631870938267,0.56635421755617
2016-06-09,0.71760663031,1.06461726580354,-3.01368739547048,-4.75446127635692,-1.90548974596559,-3.3603604323086,0.706102916608125
2016-06-10,-0.82288008043,1.05315027893454,-2.98112981692083,-4.72787923643258,-1.88594047688748,-3.34197311224245,0.653595152306507
2016-06-13,-1.5076393807,1.04151749107223,-2.94746368220621,-4.71452543769624,-1.86392641278681,-3.3411016203195,1.39015228003841
2016-06-14,0.12327922741,1.03002588136081,-2.91372220570339,-4.64983313717826,-1.84209686646618,-3.32259108795963,1.21707909641752
2016-06-15,-0.32833983169,1.12073395048909,-3.18132424360775,-4.93734090132906,-2.01532649633066,-3.48556937261042,0.791466202353788
2016-06-16,0.42207123752,1.13787368528227,-3.23215001623468,-4.98295494374737,-2.04830092843792,-3.51123440864735,1.08628286521976
2016-06-17,-2.2757560227,1.11371408357357,-3.1597572141777,-4.92319898464701,-2.00105327225147,-3.47066893441211,1.17527524504708
2016-06-20,-0.24126717708,1.15397646695759,-3.27839116610979,-5.03134676796091,-2.07873045467605,-3.51760397089607,0.823221459968468
2016-06-21,0.85173501593,1.18481900973113,-3.36876220174378,-5.07937728466168,-2.13702012962209,-3.5771702298,1.03649101279111
2016-06-22,-0.3753518924,1.12891747383166,-3.20399664772129,-4.95342583368609,-2.03058783725019,-3.48846069334912,0.751839100545268
2016-06-23,0.57561486119,1.13526227184923,-3.22289638234195,-4.9842750532531,-2.0430183425231,-3.49872958582332,0.730621334115863
2016-06-24,-2.809573361,1.11190147561657,-3.15388918534815,-4.8934745185521,-1.9986353815992,-3.45798836512509,2.82524280048396
2016-06-27,-1.4561027837,1.09260714440115,-3.09861482947425,-4.808421045956,-1.96563866831038,-3.41161448288106,1.82948333929297
2016-06-28,1.6840504128,1.32443758866432,-3.78172368260057,-5.47515210981765,-2.40865328313165,-3.94899406468995,0.925281756909093
2016-06-29,0.86547708088,1.30305318457723,-3.7188145680057,-5.41624230679659,-2.36776772047901,-3.87090823607591,0.872002950524592
2016-06-30,1.2711864407,1.23524230232291,-3.51932015510019,-5.21310758342121,-2.23836056010655,-3.71037213246735,0.803940187225074
2016-07-01,0.30334728035,1.23735386897695,-3.52581426583689,-5.21310758342121,-2.2428380931112,-3.71037213246735,0.471120819410158
2016-07-05,-0.93857545107,1.23599697591071,-3.52171833166714,-5.21310758342121,-2.24007206428045,-3.71037213246735,0.53130335223815
2016-07-06,0.5684808928,1.0991817000559,-3.11946256468526,-4.8646391525719,-1.97993654177826,-3.4409020167183,1.18408950853118
2016-07-07,0.42918454928,1.03564776399812,-2.93254691708801,-4.69967931973759,-1.85936601079273,-3.33238345481384,0.706188786502026
2016-07-08,0.77131540547,1.10336920732775,-3.13160356042257,-4.8646391525719,-1.98819950971595,-3.44584411475102,0.584394712111648
2016-07-11,0.31030202717,1.05628015587056,-2.99284406537957,-4.74017194765077,-1.89847374589879,-3.3461070506273,0.48900101034925
2016-07-12,0.45370179414,1.0344684950555,-2.92921775392598,-4.69967931973759,-1.85734747855541,-3.32775994823448,0.3390114295813
