"Date","Return","Vol_HAR","VaR_HAR_1","ES_HAR_1","VaR_HAR_5","ES_HAR_5","RV_AMZN"
2022-10-31,-0.93801373187,2.64576859812537,-8.28386899294969,-10.58362887028,-5.0120006579171,-6.71068240179512,8.36627847070772
2022-11-01,-5.5154236625,3.39133643254835,-10.6530447320197,-12.5233433775,-6.45443847120927,-8.44153741301875,6.31961860932387
2022-11-02,-4.8248786032,2.72269907396682,-8.52873976664677,-11.144473184725,-5.17028927538655,-6.84796422323421,14.0673053501231
2022-11-03,-3.0612244896,2.55720852650228,-8.00580229272974,-10.58362887028,-4.83933591401022,-6.6431747073907,9.92829516249507
2022-11-04,1.8812989922,3.29887377484016,-10.3537254314416,-12.5233433775,-6.27107186130919,-8.10762982643158,9.13709486775674
2022-11-07,-0.49461420085,2.98113510969874,-9.34663485953573,-11.144473184725,-5.6570670050708,-7.44102855634815,4.85676105042621
2022-11-08,-0.6075334145,2.85218936342487,-8.93698856494634,-11.144473184725,-5.41166980966458,-7.1419001466375,6.66093828903057
2022-11-09,-4.2676150255,2.4133846389741,-7.54703776019676,-8.90049908100833,-4.56251715380467,-6.34011307890392,4.95028497798746
2022-11-10,12.177850011,2.5998291858639,-8.13526792818613,-10.58362887028,-4.92442659900293,-6.6431747073907,12.4641993111129
2022-11-11,4.3050812377,2.34112485173968,-7.32005925494763,-8.90049908100833,-4.41969559263086,-6.26857781572641,9.83052228777422
2022-11-14,-2.2819724179,3.06633232351692,-9.62157064592049,-11.144473184725,-5.82310600582566,-7.65669681965833,8.16283394703154
2022-11-15,0.4568991777,2.85391367157334,-8.94674718943577,-11.144473184725,-5.41175799418855,-7.1419001466375,8.82944510358931
2022-11-16,-1.8394986861,2.72754538603679,-8.54678398196654,-11.144473184725,-5.16783379586572,-6.84796422323421,5.97826339557123
2022-11-17,-2.3373146623,2.80652236846619,-8.7949960857985,-11.144473184725,-5.3186921430725,-7.03801274702647,5.41068942940043
2022-11-18,-0.74855034263,2.54985734342876,-7.97943677681299,-10.58362887028,-4.82292734600338,-6.60184979593182,4.03441864286318
2022-11-21,-1.7845761632,2.42124703127859,-7.57113219887113,-9.16800620212,-4.57654887921898,-6.375413772782,4.53606749432476
2022-11-22,0.80034609564,2.2097571141864,-6.90022642002224,-8.55068965488,-4.16812661515042,-6.10156856633966,3.33296205790841
2022-11-23,0.99785407729,2.22529139336426,-6.94810743830793,-8.55068965488,-4.19924607822547,-6.13498670928772,3.84515219724718
2022-11-25,-0.76489960684,2.0165324975886,-6.28710668012116,-8.10762982643158,-3.79607497683247,-5.62224975710533,1.75140642278205
