"Date","Returns","Sigma2_GARCH","Sigma2_GAS","Sigma2_MSGARCH","RV_AMZN"
2013-04-04,0.019302783585,3.90642235330128,3.83323097501036,4.96491537151134,2.45949615377671
2013-04-05,-1.3895321909,3.89339085912003,3.92372971907758,5.04347322565794,1.92983134628435
2013-04-08,1.3582276501,3.83635642208046,3.72136172341192,4.93572994188879,1.64944085755574
2013-04-09,0.84572311243,3.81600239761618,3.71661133791683,4.9679896888986,1.84788787858494
2013-04-10,1.3900589722,3.79115861834911,3.75087774370732,4.93058087036175,1.41185970856566
2013-04-11,1.9186463724,3.74828205957661,3.63564669388699,4.84547090900126,1.6447648589269
2013-04-12,1.1191402631,3.74017948421627,3.64456304052246,4.88024656028769,1.77021522695916
2013-04-15,-1.8873456223,3.73734331161194,3.79277680832606,4.9485891123424,3.21693888806977
2013-04-16,1.7256835499,3.70837806078637,3.73878413002391,4.85960744230653,1.55429645254921
2013-04-17,-1.8139090843,3.73272913254744,3.90251112206999,4.97756597236288,2.33666155263991
2013-04-18,-2.9842931936,3.73970684892772,3.99131702895107,4.89761661703511,3.28578490486118
2013-04-19,0.34692776189,3.79041245658638,4.12245779213969,5.09648310713168,2.84529346629799
2013-04-22,1.2407805778,3.89714415672272,4.5399427925116,5.94524157631092,3.28692984071477
2013-04-23,2.0299753367,3.83432402623866,4.31514730881896,4.94414199704742,3.30765731238233
2013-04-24,-0.044626255112,3.80777367483737,4.2591032068287,4.89941159819093,2.1153928283793
2013-04-25,2.2025448323,3.82517925342332,4.40078204272267,5.11718530243025,1.50822991158138
2013-04-26,-7.2406261376,3.77602437549801,4.1727666719496,4.88704536036195,9.26102623149265
2013-04-29,-1.989717829,3.85779066291373,4.40145132020175,3.60734834148784,4.53746354918104
2013-04-30,1.6296948826,4.78428401776111,5.33619717019348,21.3367359956068,2.31602386632236
2013-05-01,-2.1984949372,4.78119173515894,5.47325483435094,9.52731232419429,3.97485804576205
2013-05-02,1.7403214761,4.78217850995295,5.45031081277287,6.14947424870491,2.87673187324328
2013-05-03,2.177786577,4.79268490217427,5.64977702373877,5.43329487888226,1.62132440866327
