"Date","Return","Vol_GARCH","Vol_MSGARCH","Vol_GAS","VaR_GARCH_1","VaR_MSGARCH_1","VaR_GAS_1","ES_GARCH_1","ES_MSGARCH_1","ES_GAS_1","VaR_GARCH_5","VaR_MSGARCH_5","VaR_GAS_5","ES_GARCH_5","ES_MSGARCH_5","ES_GAS_5","RV_APPLE"
2015-03-11,-1.8231467352,1.65725097348383,1.56199401928613,1.71187155719386,-4.03514392683985,-3.77296288602139,-4.02885968670042,-5.6584313474375,-5.3356537142102,-5.6584313474375,-2.41712088654998,-2.26750220946237,-2.50768802883777,-3.92716563164979,-3.75309248494015,-4.09389258954408,2.33719611100351
2015-03-12,1.8079188481,1.68443086106499,1.62253806835126,1.77648545379778,-4.1042658704233,-3.93253326890871,-4.18621125196563,-5.69965197511667,-5.48853710285843,-5.9025807079087,-2.45820848612215,-2.35116387507211,-2.60445460295538,-4.00742065673901,-3.8343100962512,-4.22842274714485,1.93111156621209
2015-03-13,-0.69104057857,1.689153198183,1.72914734078134,1.79934765178227,-4.1172973142427,-4.1051220720368,-4.23665610865702,-5.72035057072338,-5.69965197511667,-5.97953879583485,-2.46565143100454,-2.50046391395759,-2.63671865783309,-4.02850283518227,-4.07160561334439,-4.26211250063632,1.78650277907592
2015-03-16,1.1004126549,1.65925127218437,1.60587725638023,1.75991035457993,-4.04198967432846,-3.86354088164791,-4.14248730992115,-5.67897065500633,-5.45305602363956,-5.76280718369333,-2.41914077420081,-2.31761697148636,-2.57229289295495,-3.92716563164979,-3.82234219491151,-4.18736641692161,1.08657150258807
2015-03-17,1.6726690677,1.63254283023004,1.57711933274576,1.72568964101064,-3.97600075024402,-3.78815732822135,-4.05225041923076,-5.57949737903214,-5.36802471542917,-5.67897065500633,-2.37855522244141,-2.27540914724339,-2.51721156772187,-3.88280340608719,-3.75309248494015,-4.09389258954408,1.13730767020661
2015-03-18,1.1256297228,1.63548116910853,1.59350298648144,1.73950807323384,-3.9843436776885,-3.83737263235931,-4.09293553779006,-5.59658829836145,-5.4497788108044,-5.71963510369351,-2.38122067487555,-2.30123292258648,-2.53605155136921,-3.8879021700725,-3.78572790705214,-4.13190455300244,1.360560245829
2015-03-19,-0.75893204639,1.61183084666428,1.56751371041829,1.70898068704608,-3.92516648043405,-3.77747867888771,-4.01393906839306,-5.50362330772386,-5.3477640507,-5.6567475648875,-2.34462931922052,-2.26146088870823,-2.4844796385225,-3.83299828509277,-3.74591175692879,-4.03501587437156,1.13109759525279
2015-03-20,-1.251029452,1.58911505314998,1.5616323894848,1.68121004898616,-3.86824060176162,-3.75538540240937,-3.95427251695608,-5.46741274529444,-5.3311831452449,-5.5397087908407,-2.30542239682975,-2.2888785154703,-2.44470164083276,-3.79736212896772,-3.77413566180078,-3.97322479855841,1.13620261909154
2015-03-23,1.0405083398,1.58583966828462,1.57425071519536,1.68606425833612,-3.82829250485373,-3.77205676998183,-3.99385088915444,-5.40799272741556,-5.32342229734421,-5.57187173910864,-2.31349143881706,-2.28278036675878,-2.46195055728298,-3.78177136070714,-3.74165508527915,-3.99800799864037,0.796561936287813
2015-03-24,-0.40877289521,1.56353900577036,1.53848740773015,1.65050663664112,-3.77520273523079,-3.66132218965899,-3.89218774302815,-5.32552103845,-5.24477497278384,-5.46490911779651,-2.27183649320271,-2.22164858711552,-2.40727578589345,-3.72508203709962,-3.68641419822584,-3.89865297428312,0.787776176582057
2015-03-25,-2.6126766122,1.53124438917562,1.49739455575288,1.60449619889361,-3.69475379946423,-3.57211377326251,-3.77303967598669,-5.26089626320816,-5.12271197552523,-5.32552103845,-2.22131953390013,-2.16148317427859,-2.33719706357786,-3.68641419822584,-3.61229133198043,-3.80602616944919,1.2063587642657
2015-03-26,0.69703355493,1.63597229366101,1.65432006356939,1.74348269479977,-3.95722638659153,-3.97876967077167,-4.12743533466167,-5.50093201265595,-5.55777977549136,-5.72393091839178,-2.39136977737022,-2.42855421602145,-2.55267354502028,-3.861548277227,-3.9255227919674,-4.10383140249554,1.88414365534565
2015-03-27,-0.79684481652,1.60300957722326,1.59339534613405,1.68818951740981,-3.87700913080886,-3.83159879490678,-4.00211184959231,-5.47908559763882,-5.42424200571364,-5.63562636247532,-2.33925832255355,-2.33205929494254,-2.46821045233973,-3.79933010555081,-3.79933010555081,-3.99226067427222,0.993001647188857
2015-03-30,2.5314401622,1.58229136832252,1.5668458621085,1.6608273754064,-3.82637933559444,-3.77136741749107,-3.94672412073929,-5.42424200571364,-5.33697923960323,-5.47908559763882,-2.30792168448149,-2.29595496680715,-2.42973330516351,-3.76407175432381,-3.74686342492353,-3.9240432099354,0.797911417570941
2015-03-31,-1.5351744876,1.64459777099357,1.68760737392376,1.75149737725853,-3.97887137044078,-4.07048518893651,-4.17945659581388,-5.58866492654557,-5.7178027865411,-5.91178106582769,-2.40026011201782,-2.47483907956876,-2.57405844039935,-3.88280589257229,-3.99029107607581,-4.14911275558557,1.22820557744624
2015-04-01,-0.14465964796,1.65484124722499,1.72371838213363,1.77753585182826,-4.00080201328928,-4.15929129852485,-4.25184890830704,-5.65167770558026,-5.88547611030606,-5.99414937029355,-2.41391834991981,-2.53410685573095,-2.6212314695001,-3.88924296110391,-4.09374797042985,-4.20707267971123,1.87038327686683
2015-04-02,0.86116700186,1.61760168261554,1.67285699350045,1.71545959714561,-3.90812115782948,-4.07629290836847,-4.09936979105504,-5.49174466086667,-5.7178027865411,-5.7178027865411,-2.35622921205143,-2.45297776711652,-2.52527130101236,-3.79681421093469,-3.96233756564292,-4.08599914532376,0.911099422299307
2015-04-06,1.6198531759,1.58798125805824,1.63601098636685,1.67117981125437,-3.83642307655262,-3.98660484387553,-3.98722464034982,-5.43583416340575,-5.60922868739359,-5.60922868739359,-2.31178938356386,-2.39273283973464,-2.45518654266279,-3.76147552909602,-3.87006999620901,-3.96925121132569,0.815360175790961
2015-04-07,-1.052218296,1.58877518856894,1.60965754267399,1.68280214157387,-3.83876402760663,-3.87879962144754,-4.01360166225016,-5.43583416340575,-5.49174466086667,-5.65167770558026,-2.31375454401069,-2.35686378178456,-2.47252887766611,-3.7672691450372,-3.79681421093469,-3.99029107607581,0.645061654942383
2015-04-08,-0.32537100233,1.57751540663976,1.60170330210134,1.67694616937674,-3.81159054033447,-3.85938107332162,-3.99837036425664,-5.39951344360225,-5.43583416340575,-5.65167770558026,-2.2967053623714,-2.34394101183799,-2.46242838020034,-3.74423011444488,-3.79681421093469,-3.98322521789213,1.33593677098107
2015-04-09,0.7643312103,1.54474224720218,1.54115417523318,1.62693232772026,-3.7316213581826,-3.7013599106293,-3.87220946831639,-5.31323030496915,-5.28012709559063,-5.47274031268706,-2.2471424723369,-2.25175636366689,-2.3823252829434,-3.69391343203384,-3.69391343203384,-3.85126876910297,1.17403353950832
2015-04-10,0.42667509479,1.51568656261543,1.49604151259066,1.58269423686848,-3.66032682563591,-3.58922347017904,-3.75835743726184,-5.26347515142165,-5.152620968425,-5.32997300434516,-2.20344666845579,-2.17851238977171,-2.31394473305999,-3.63990704964139,-3.61386448324928,-3.7672691450372,0.864205291110549
2015-04-13,-0.19669551539,1.48339068166993,1.44837273583138,1.52809476453661,-3.57980762566492,-3.46499703238424,-3.62370570982334,-5.13766236917619,-5.03712376728482,-5.214520642224,-2.15268345716049,-2.10012054646464,-2.22886199878412,-3.57820817852632,-3.54340575147774,-3.68296446114151,0.717568152151851
2015-04-14,-0.43358297189,1.45225136978233,1.41240016904485,1.4799337238487,-3.50265111096079,-3.37076607135955,-3.50064705213077,-5.06532982471455,-4.928825305715,-5.05123970250901,-2.10338490735939,-2.0405270922523,-2.15266058036662,-3.54340575147774,-3.4995490748186,-3.57820817852632,0.719925210880896
2015-04-15,0.38004750586,1.42662885844447,1.38987277327872,1.44438161038587,-3.43935184365102,-3.31014215537619,-3.40960326331242,-5.02311464277965,-4.90249791423115,-4.99552593592696,-2.06333185460898,-2.00273462199035,-2.09677807879734,-3.50928017112676,-3.47547648376765,-3.53357280525068,0.577706768156369
2015-04-16,-0.48114844612,1.39524053438109,1.36508759643807,1.3944246216263,-3.36154295634357,-3.24616646222253,-3.2797079340711,-4.928825305715,-4.85119745499127,-4.87678668908387,-2.01330450906081,-1.96113658029848,-2.01886404327577,-3.48029447611607,-3.41451175339655,-3.48029447611607,0.570775123736905
2015-04-17,-1.1254656416,1.3730402318027,1.35140044215968,1.36588505671363,-3.30605116671864,-3.21269029246062,-3.20552353128878,-4.87678668908387,-4.83855500778189,-4.82585156481172,-1.97771295111903,-1.93793586993021,-1.9746127198765,-3.45169508353987,-3.39187823067006,-3.44696546933141,0.758955245721951
2015-04-20,2.2845691383,1.37942996826489,1.36047623560666,1.39109889582333,-3.32147470030991,-3.24695163848716,-3.27015766672811,-4.9156105474438,-4.85119745499127,-4.87678668908387,-1.98792971197864,-1.95644954124246,-2.01298360847954,-3.46040515555825,-3.41367305457367,-3.48442685031941,0.660032644452496
2015-04-21,-0.54075235112,1.4448603863038,1.41598072445349,1.48508969936321,-3.4825688136672,-3.37649837659118,-3.51335794481984,-5.05937700965182,-4.93531849385714,-5.07367105322752,-2.08002758980226,-2.03535500409283,-2.15816588457935,-3.52120128393559,-3.49673152090367,-3.58600443697553,0.667165331101303
2015-04-22,1.3474115516,1.42293976044795,1.39354522395961,1.45560985140952,-3.42866049277173,-3.32078363350141,-3.43950874005208,-5.00288900627018,-4.92193950269917,-5.03085552426161,-2.04640902936775,-2.00191276558212,-2.11139724261767,-3.50651341527752,-3.47735399801908,-3.54584238205655,0.700345947364624
2015-04-23,0.81635826446,1.42119858704305,1.39604549089081,1.46074720379556,-3.42390404243816,-3.32086084482848,-3.45259505466919,-5.00288900627018,-4.92193950269917,-5.03085552426161,-2.04350292002222,-2.00488901567491,-2.11949896361063,-3.50651341527752,-3.47735399801908,-3.55577970998438,0.821534311074472
2015-04-24,0.47042492497,1.39844967084076,1.37527832214299,1.42738911747124,-3.36821041264711,-3.26397872932624,-3.36442499225949,-4.93531849385714,-4.86962838541694,-4.93531849385714,-2.01006851166562,-1.97016242286964,-2.06788381323228,-3.48220998871386,-3.43916253354423,-3.51142957081414,0.570520874559211
2015-04-27,1.8191587349,1.36982849520701,1.35284168977785,1.38083611511387,-3.29788127548929,-3.22648619500366,-3.24460543896699,-4.88264563845203,-4.84397103231349,-4.84397103231349,-1.96699786970198,-1.94039638595513,-1.99676193519422,-3.42979693325541,-3.39766170283271,-3.46290757716384,1.10422417656968
2015-04-28,-1.5755748208,1.40074409367432,1.3795005761787,1.43252360651225,-3.37425528585099,-3.28081025795678,-3.38530169645767,-4.93531849385714,-4.88264563845203,-4.96191923351966,-2.01219228241638,-1.98026130903464,-2.07758254833088,-3.48220998871386,-3.45338829238123,-3.52120128393559,4.25778579256483
2015-04-29,-1.4705882353,1.43111301253143,1.41915789825248,1.49253198583834,-3.44908830139236,-3.41882433178467,-3.53110020538597,-5.03085552426161,-5.00288900627018,-5.08804187072315,-2.06027902094461,-2.05255014019358,-2.17051399310613,-3.51142957081414,-3.51142957081414,-3.61171482330542,2.23970412569923
2015-04-30,-2.7129975124,1.45322515923776,1.45153532632901,1.53230217974555,-3.50169059998835,-3.50903181684973,-3.66697388640625,-5.07367105322752,-5.07367105322752,-5.29195858168316,-2.09266761393037,-2.10124501749987,-2.24323522398697,-3.53100438784403,-3.54584238205655,-3.68665398302091,2.19036857993354
2015-05-01,3.0363563723,1.57550183417358,1.62801116238878,1.68194262495053,-3.80137228775607,-3.91761107106505,-4.01036164290079,-5.39554514346517,-5.50783633248193,-5.671618262764,-2.29502332744385,-2.37480238984484,-2.47495502649836,-3.73854846718346,-3.83283287521975,-3.98357880442744,1.20355741656718
2015-05-04,-0.19387359434,1.68624041728059,1.83702138345452,1.82211233823793,-4.06996979549494,-4.44715873623229,-4.34488763909593,-5.73949260417639,-6.20316398012182,-6.08046653701525,-2.46438345956359,-2.69907402742608,-2.69036362794004,-3.98357880442744,-4.29563385639148,-4.2776362864118,1.16879594870813
2015-05-05,-2.2533022532,1.6456256055781,1.74053366457952,1.75696300092682,-3.9716196801479,-4.19753833870354,-4.19052293886564,-5.58636808580506,-5.9387072915375,-5.9387072915375,-2.4028513474151,-2.54857898200169,-2.59019637279512,-3.88296844630217,-4.09427586141,-4.14979373432539,1.48396302833251
2015-05-06,-0.62798092213,1.70592926290234,1.87502748743729,1.85376667099215,-4.11684571085048,-4.54075619947851,-4.42061472247695,-5.76250151249718,-6.374131216404,-6.20316398012182,-2.49263115899348,-2.75893039424299,-2.73840107100421,-4.00476653705755,-4.39011368616145,-4.37060438680655,2.43679811340246
2015-05-07,0.61852357612,1.67321879537992,1.80806561327022,1.80579697824124,-4.03717624754602,-4.3661618578388,-4.30612841614208,-5.71656568749452,-6.11032612196724,-6.02257332202951,-2.44353812309987,-2.65480393955723,-2.66411394851877,-3.92872665074036,-4.25108460045856,-4.25108460045856,1.83587420922293
2015-05-08,1.8840811113,1.63521995735313,1.72152443651926,1.74565330160384,-3.94528913409656,-4.14257109802598,-4.1573022771227,-5.50783633248193,-5.80987177128406,-5.88547611030606,-2.38672889692117,-2.5211041086311,-2.56939405167428,-3.84515377586398,-4.07119406401921,-4.14167389783093,0.861450953112194
2015-05-11,-1.0186491146,1.64877005697074,1.76873779358963,1.77615133110415,-3.97700233604002,-4.2750049746987,-4.22541981702653,-5.60703068308077,-6.02257332202951,-5.99414937029355,-2.40656295006825,-2.61317703444411,-2.61441645653234,-3.88296844630217,-4.19095827417926,-4.19095827417926,1.1924989726557
2015-05-12,-0.3601963268,1.63228257541064,1.74521038204613,1.75601349428632,-3.93760602621469,-4.21502584880518,-4.18997236477252,-5.52018184268902,-5.96161527242698,-5.96161527242698,-2.37081702748369,-2.55706167379535,-2.58755290888804,-3.82390903607311,-4.10002021487727,-4.14799315744427,0.944492440006094
2015-05-13,0.11520279658,1.59717963014175,1.66864558222257,1.70260728011673,-3.85228084826411,-4.0357638615498,-4.0558767267967,-5.46195213887059,-5.71026872248082,-5.73352487071667,-2.31765577089021,-2.44323398129019,-2.50373354819774,-3.77615263347154,-3.92617359738559,-4.03152304421449,0.874444872228195
2015-05-14,2.3331481629,1.5598727002474,1.5826461904143,1.63788821487559,-3.76092390513563,-3.80663023658974,-3.92884994346898,-5.35204229661319,-5.42419604676207,-5.52018184268902,-2.25166682882119,-2.30533839546956,-2.40315820068321,-3.68005592164809,-3.75322278874217,-3.88135086687544,0.446554124643616
2015-05-15,-0.13958898789,1.60932573827658,1.6923114520449,1.71681533345787,-3.8809857286483,-4.08650536125036,-4.11989924354174,-5.52018184268902,-5.75701356345352,-5.78060146988286,-2.32665573588157,-2.4751475881509,-2.52369044850766,-3.78265871283689,-3.98279200915493,-4.07123208952239,0.644684808244493
2015-05-18,1.1027413217,1.57236542577855,1.602367624454,1.65766561940243,-3.7908655619378,-3.87154406889062,-3.97516995865268,-5.40577287810114,-5.48099056068214,-5.62146608811429,-2.26995643953866,-2.34357916801862,-2.43199013584164,-3.70770618768132,-3.78864855256255,-3.92076469108649,0.872441388886072
2015-05-19,-0.092172977929,1.55279318947318,1.57476622929792,1.62509059636137,-3.7407546982456,-3.79770823409121,-3.8804042213408,-5.33961417649121,-5.4117344261931,-5.52799744328889,-2.23891541284708,-2.28085808672206,-2.38887647659011,-3.66453947853726,-3.70868816161922,-3.84502718743405,0.814248095363925
2015-05-20,-0.0076881678979,1.51722684472358,1.5049677782288,1.56980482088287,-3.65500370325998,-3.61597981007654,-3.74003945561398,-5.28742905405851,-5.25285484489167,-5.33961417649121,-2.18012918659577,-2.1717991535516,-2.301743200806,-3.60079481555564,-3.60079481555564,-3.74284470882048,0.760055694769902
2015-05-21,1.0226049515,1.48243429379143,1.44783657996889,1.51528325753574,-3.57061076451671,-3.47454815607999,-3.60051007489927,-5.17105494703663,-5.07952904547383,-5.20300423032727,-2.12708065881419,-2.09878928116659,-2.21635403915632,-3.5450675518465,-3.53023781095502,-3.65362720162906,0.486289551915358
2015-05-22,0.87525686904,1.46458056741689,1.42686453516409,1.48941086668599,-3.52580642313386,-3.41937998684824,-3.54060266893588,-5.10939675087714,-5.02078813980901,-5.10939675087714,-2.09938134593654,-2.06593145323853,-2.17861786050641,-3.53023781095502,-3.49607776723446,-3.60079481555564,0.578979776334241
2015-05-26,-2.2031084955,1.44270491475322,1.40173266324811,1.45678464427519,-3.47165965695937,-3.35398586708331,-3.46031108325659,-5.07952904547383,-4.95069859976724,-5.06462835947315,-2.06561818271722,-2.02558907941428,-2.12912547299268,-3.49607776723446,-3.46706643427119,-3.5450675518465,1.03940410445995
2015-05-27,1.8708532632,1.51886092940668,1.49761420320632,1.57045223207759,-3.65922153442575,-3.59669066303397,-3.74409841932394,-5.28742905405851,-5.186945816034,-5.33961417649121,-2.18798502878879,-2.17975248014465,-2.30649985001012,-3.60087726457382,-3.59573073468587,-3.7486506298496,0.489642923654835
2015-05-28,-0.20068915892,1.53989018192086,1.54709121339147,1.6113829636557,-3.70918421075347,-3.71955896484126,-3.84517698458736,-5.30487572656237,-5.30487572656237,-5.46879540011786,-2.22019366738938,-2.2559922991809,-2.36994975771477,-3.65906889115341,-3.68640919385791,-3.82018640629195,0.585059230681095
2015-05-29,-1.1382607376,1.50610565645601,1.48299027176408,1.55963067791078,-3.62780362327144,-3.55446642216079,-3.71428029340005,-5.26997569982316,-5.1553117692902,-5.30487572656237,-2.16975352650468,-2.15660300203294,-2.28807938413199,-3.59058682715054,-3.56525105068156,-3.72564434995833,0.726640382221645
2015-06-01,0.19573226891,1.50386869606143,1.48804421148655,1.56895354286972,-3.62198769768994,-3.56435363168523,-3.73831428674762,-5.25285484489167,-5.1553117692902,-5.33961417649121,-2.16638914372087,-2.15556845359566,-2.30305835079348,-3.59058682715054,-3.56027097989399,-3.7486506298496,0.704230441165293
2015-06-02,-0.44049488642,1.46924194955398,1.43348078125365,1.5128965130107,-3.53819169938383,-3.4262008731368,-3.59618078281087,-5.10939675087714,-5.02078813980901,-5.186945816034,-2.11506452111059,-2.08037968274043,-2.21195573937494,-3.5305442851782,-3.5013624536478,-3.64821586685752,0.654776581358523
2015-06-03,0.12311480477,1.44416085419919,1.40450375055021,1.47407903504906,-3.47546440402182,-3.34920924006065,-3.50350844748469,-5.07952904547383,-4.95069859976724,-5.09441775099811,-2.07555528807664,-2.03559229898105,-2.15413505581079,-3.5033887501983,-3.4839798546396,-3.56259239731277,0.42746486562397
2015-06-04,-0.58407623737,1.41247579634307,1.36822273583118,1.42132339162006,-3.39758751784263,-3.25698284727535,-3.37140597063636,-4.97826918531404,-4.86944983783689,-4.95069859976724,-2.02759927606321,-1.96529829184096,-2.07286377579365,-3.46474019992583,-3.41274714772204,-3.5033887501983,0.902083271922177
2015-06-05,-0.54885590616,1.39253934830526,1.36314503695298,1.39777158888147,-3.34958648319557,-3.24064417074994,-3.30936732207692,-4.95069859976724,-4.85624786077642,-4.92310802053729,-1.99926388275467,-1.97133737977992,-2.03518640379124,-3.45512588241579,-3.42673068334516,-3.47913501695117,0.710856577797528
2015-06-08,-0.66070734529,1.37367859036155,1.34570399374884,1.37193111459454,-3.30207205691374,-3.19619195752562,-3.24679687146729,-4.89619625278,-4.842991945025,-4.86944983783689,-1.97007599895119,-1.94400488573627,-1.99697175081653,-3.42495881556323,-3.38804332136069,-3.44863969901246,1.02459178553015
2015-06-09,-0.29733959318,1.35838170058161,1.27703749877356,1.35634439259707,-3.26527402855528,-3.03283610649797,-3.20620260123002,-4.88274426938595,-4.70322304063185,-4.842991945025,-1.94812681063096,-1.82074907674485,-1.97204761662991,-3.39716056263323,-3.31136714976537,-3.43440103833052,1.31051143615633
2015-06-10,1.1458169831,1.33358752540392,1.26067746357678,1.31960894389474,-3.20500110990583,-2.97900706045979,-3.11134567108694,-4.842991945025,-4.65452671686259,-4.76511544106692,-1.91241203706186,-1.81032624188088,-1.91399293219251,-3.36989436789099,-3.29371056600885,-3.37443350597788,0.633503510622984
2015-06-11,-0.22501551821,1.32856196462009,1.26850464180336,1.31418671713468,-3.19016601873206,-2.99653796336694,-3.10371788958841,-4.842991945025,-4.66655918863044,-4.72769987915564,-1.90350588080312,-1.81866616067691,-1.91090363745858,-3.36989436789099,-3.31136714976537,-3.36989436789099,0.693891098973123
2015-06-12,-1.1042849366,1.304100875509,1.32195030987133,1.27545592769993,-3.13026322397649,-3.13195806920852,-3.00541937075911,-4.77792860964651,-4.77792860964651,-4.67872997778978,-1.86562983409123,-1.90786935410585,-1.85012687351468,-3.34731066435229,-3.36989436789099,-3.33824251280608,0.62960377342008
2015-06-15,-0.19658724532,1.31333924518779,1.28007121153816,1.30467486057151,-3.15451850751961,-3.04056457290412,-3.07790731969986,-4.80356211137953,-4.70322304063185,-4.71544854800821,-1.88110825732521,-1.82931438018369,-1.89399858915966,-3.34731066435229,-3.31582289950958,-3.35632191512246,0.925303158333158
2015-06-16,0.53577056406,1.28870642238788,1.2388177044018,1.26532422539238,-3.09513296868099,-2.94293455697206,-2.97903086400508,-4.72769987915564,-4.64236455463143,-4.65452671686259,-1.84341208114054,-1.7623490963731,-1.83318978929141,-3.32922840575408,-3.24210529183305,-3.32027919423724,0.564128008171015
2015-06-17,-0.23510971778,1.26508703527926,1.19792502243339,1.22762645869113,-3.03856665896088,-2.83732555088641,-2.88042624199541,-4.70322304063185,-4.47276307499226,-4.53777766513893,-1.80642013694328,-1.69517606965653,-1.7733796030386,-3.29371056600885,-3.16455432371405,-3.25057643465931,0.760448129044885
2015-06-18,0.45561665356,1.2421730807846,1.1603894334732,1.19337465765909,-2.98372219607192,-2.73205319236529,-2.79082237837499,-4.65452671686259,-4.36027319483434,-4.43093883769874,-1.77061639110723,-1.63819278144697,-1.71894843768388,-3.25057643465931,-3.11392472308773,-3.18449957669616,0.487429732559023
2015-06-19,-1.0009383797,1.21836875106803,1.26063192829438,1.15492210420766,-2.92639206353807,-3.00194302001201,-2.69510395178654,-4.61840992939718,-4.67872997778978,-4.29363919987746,-1.73290069727669,-1.81834517380703,-1.65579104613122,-3.20885169764039,-3.31136714976537,-3.12550059719974,0.40295739358289
2015-06-22,0.79778830968,1.22708979609536,1.27182396550876,1.17767721111272,-2.94356259182536,-3.01112508065335,-2.7675144871667,-4.64236455463143,-4.67872997778978,-4.41038567035963,-1.74385138221677,-1.83498541625738,-1.70038043565322,-3.2212440570736,-3.32027919423724,-3.16853294062087,0.433303679412268
2015-06-23,-0.45450983462,1.21341775293953,1.26283496651986,1.15753380846146,-2.91068178913111,-2.99424932171849,-2.72037226801593,-4.58322693316828,-4.66655918863044,-4.35047386169521,-1.72226394224971,-1.82291104363832,-1.66891004414855,-3.18851897182527,-3.31136714976537,-3.12937507970264,0.335530985517628
2015-06-24,0.8501928678,1.1982841142072,1.22299164205124,1.13966405401606,-2.8757366696981,-2.9182442019576,-2.67614753287885,-4.52672361142133,-4.59482836076528,-4.27527942467657,-1.69926185957687,-1.76108409489541,-1.64026625488684,-3.16853294062087,-3.23371821536544,-3.11392472308773,1.00977339364059
2015-06-25,-0.47615330577,1.18771363018936,1.23081217685897,1.12058014614644,-2.84539255884643,-2.95060468477352,-2.63708302101015,-4.48336147025,-4.64236455463143,-4.23033346253722,-1.68227060155881,-1.77222957487494,-1.61430782096175,-3.14099529900186,-3.25057643465931,-3.07983288894209,0.520082235208975
2015-06-26,-0.58823529416,1.17476327971096,1.22341875806742,1.10623361214289,-2.81644051218347,-2.92992632717172,-2.60109472920001,-4.4516680558828,-4.61840992939718,-4.16999147410909,-1.66320949408198,-1.76209615110301,-1.59194577289367,-3.12937507970264,-3.23790129776818,-3.06489009083763,0.787051655374552
2015-06-29,-1.7514792899,1.16672287140217,1.19607843252029,1.10152573229287,-2.79901215051052,-2.84016337458415,-2.58875918408354,-4.44128061660823,-4.47276307499226,-4.15334759926455,-1.65170325260037,-1.72324339772935,-1.58442635389942,-3.12550059719974,-3.18851897182527,-3.05379261458421,0.941114916961262
2015-06-30,0.71870232077,1.24007527090593,1.26367534134784,1.20597020844421,-2.97904303764932,-3.02960341126462,-2.84734483571479,-4.65452671686259,-4.70322304063185,-4.48336147025,-1.7736983035989,-1.82821940612836,-1.75181663203779,-3.25482115586667,-3.31582289950958,-3.2295473671935,1.11346831165779
2015-07-01,0.93681482958,1.22269135613653,1.25268237977396,1.1807762440837,-2.93952574868822,-2.97802900860128,-2.78294085822167,-4.61840992939718,-4.65452671686259,-4.42065002421313,-1.74745230514772,-1.81372258641454,-1.71003263542237,-3.21712706893025,-3.30250361778813,-3.16865540090705,0.623696630403683
2015-07-02,-0.12638230655,1.2139052309649,1.24620157080219,1.17216006642357,-2.92033644914302,-2.96055039485761,-2.75965213337161,-4.6065452433979,-4.65452671686259,-4.41038567035963,-1.73459272234084,-1.80114503680893,-1.69301725504217,-3.20890110260863,-3.28064403754474,-3.15287938334048,0.426716137091282
2015-07-06,-0.34799114192,1.19077865387181,1.22635241892997,1.13606869708643,-2.86696308017158,-2.91406645962131,-2.66971562879783,-4.52672361142133,-4.59482836076528,-4.26619318151818,-1.69945186987687,-1.76389180691828,-1.63601678255501,-3.16470306588919,-3.24633112462971,-3.10274338242202,0.610718170101419
2015-07-07,-0.24603174616,1.17318496704714,1.13504449727912,1.1123406059423,-2.82650367963166,-2.66961339889064,-2.61036577752659,-4.47276307499226,-4.26619318151818,-4.18694777131946,-1.67305970960186,-1.60958889938343,-1.59773169994589,-3.13344107852222,-3.07645285433893,-3.06901036047468,1.18070301513696
2015-07-08,-2.4822977166,1.15477710991237,1.18164865897895,1.08196281379762,-2.78054201843358,-2.81089912798048,-2.53823422717987,-4.42065002421313,-4.4516680558828,-4.09615886944898,-1.64297412618924,-1.70881281850307,-1.55076480810909,-3.1116424998859,-3.17013117434375,-3.00135275057797,1.50090096132607
2015-07-09,-2.0396508118,1.30677062693195,1.2925810788873,1.24230938133711,-3.15423840878738,-3.0795353017074,-2.92437623981325,-4.80356211137953,-4.71544854800821,-4.61840992939718,-1.88296132025998,-1.87348230308671,-1.80345955811219,-3.35136406253098,-3.34687252043914,-3.28455786106334,2.30033071721625
2015-07-10,2.6734404932,1.38754359855883,1.39832457846277,1.36001750586932,-3.35011376577703,-3.33812435186537,-3.21150736316914,-4.95069859976724,-4.95069859976724,-4.842991945025,-2.00949257704367,-2.04413136664064,-1.98947880088468,-3.46267710709272,-3.49162231994122,-3.43885314955179,1.17608689957976
2015-07-13,1.9305645685,1.49421090856368,1.59923544426185,1.49842295986428,-3.60760223919693,-3.84057589472406,-3.55465400547748,-5.23597524239381,-5.46879540011786,-5.1553117692902,-2.17304804023802,-2.36129058206595,-2.20252857221621,-3.60165454984708,-3.79844670826485,-3.62785741586208,0.534605667874313
2015-07-14,-0.03978990926,1.52484310272919,1.7512738829783,1.55700011779873,-3.68009322917875,-4.20530620124692,-3.70194741707309,-5.30487572656237,-5.97894587046452,-5.30487572656237,-2.21982050915995,-2.59462243588458,-2.29011959340299,-3.66574752347061,-4.16147407172766,-3.7331761602972,0.490594076294603
2015-07-15,0.96329910029,1.48542264596057,1.66225933698818,1.49892791598384,-3.58756866460948,-3.9804302487069,-3.55217501090263,-5.186945816034,-5.63112856040395,-5.13976718113981,-2.16026121184729,-2.45419887074577,-2.20160593027927,-3.57588623379247,-3.96130181850561,-3.62785741586208,0.533834435903515
2015-07-16,1.3325973821,1.46270763739755,1.59228830785168,1.47139636307521,-3.53354230087164,-3.81123236183756,-3.48082265409713,-5.10939675087714,-5.43044113807209,-5.07952904547383,-2.12577015378118,-2.3499720094723,-2.1586689019435,-3.54569856915228,-3.79244226651417,-3.57083021491786,0.392291332627727
