"Date","Return","Vol_GARCH","Vol_MSGARCH","Vol_GAS","VaR_GARCH_1","VaR_MSGARCH_1","VaR_GAS_1","ES_GARCH_1","ES_MSGARCH_1","ES_GAS_1","VaR_GARCH_5","VaR_MSGARCH_5","VaR_GAS_5","ES_GARCH_5","ES_MSGARCH_5","ES_GAS_5","RV_APPLE"
2013-01-25,-2.3573806881,3.54105973654506,3.30958527371055,2.81578877998031,-8.35639235008968,-7.74590387987693,-6.59438795432292,-11.3157981849667,-10.5378601449375,-8.90012671113333,-5.25251840633349,-4.86433530274812,-4.21157832705557,-7.10894892893784,-6.63861443189792,-5.88632823038108,6.08767319522753
2013-01-28,2.2619805401,3.49078469553305,3.24709572430544,2.83598985851333,-8.23723389963384,-7.59507178710938,-6.63954832479452,-10.8801311631571,-10.2151545138333,-8.90012671113333,-5.1774831321638,-4.76270302109943,-4.24157576030626,-7.05852875859737,-6.565636803332,-5.90916437956438,4.74225148347969
2013-01-29,1.8762643665,3.42607086317816,3.1378658421134,2.813751950591,-8.0839779215191,-7.34409844638675,-6.58560126813516,-10.5378601449375,-10.2151545138333,-8.90012671113333,-5.08102832981836,-4.60454387715962,-4.20687039241206,-6.83567090484419,-6.36646312279821,-5.88632823038108,2.27979923524802
2013-01-30,-0.31422523844,3.35452172501625,3.00720807751618,2.76515668795571,-7.91917350099845,-7.02924694285386,-6.47098332389668,-10.5378601449375,-9.89965287797,-8.75451009945,-4.97380270696736,-4.40189665337768,-4.13237408369616,-6.7943237803,-6.07871851015152,-5.68116407982143,2.2918434351172
2013-01-31,-0.29332574477,3.26349981063051,2.84067360142949,2.66453941907144,-7.7146528188387,-6.66428726490449,-6.22882715022763,-10.5378601449375,-8.90012671113333,-8.18906508919048,-4.82530166356581,-4.15934032600062,-3.9745544373844,-6.60178112858571,-5.77832761468734,-5.50588562949787,1.31069793649507
2013-02-01,-0.41054688363,3.18385851430045,2.72651931237952,2.56638495886796,-7.52262559610157,-6.38251418631682,-5.99929755778273,-10.2151545138333,-8.49642145527778,-8.01278250408261,-4.69891012815906,-3.98160995354445,-3.81831676661676,-6.46246538343019,-5.52235014703763,-5.32473517956698,2.13329168476198
2013-02-04,-2.4919536176,3.10447894640439,2.65218640918427,2.47819728481119,-7.33892618880597,-6.19233836083091,-5.78622456206094,-10.2151545138333,-8.09832272229091,-7.839953512876,-4.57513806752374,-3.86804105572924,-3.68472245203409,-6.36646312279821,-5.36777217498544,-5.15335687186975,2.22586324667059
2013-02-05,3.5106123225,3.08126524720539,2.65672721234139,2.5352057290427,-7.28732824551603,-6.21807692597344,-5.92567632898773,-10.2151545138333,-8.18906508919048,-8.01278250408261,-4.54108090562004,-3.86992270210535,-3.77271527169438,-6.33486566894035,-5.36777217498544,-5.24258041750179,2.48978339713707
2013-02-06,-0.10789701291,3.09559679104326,2.71745304527917,2.63729999556206,-7.30875397959742,-6.36425011314183,-6.17566818700835,-10.2151545138333,-8.38505771766842,-8.09832272229091,-4.56035659167059,-3.96440259759104,-3.93238640380371,-6.33486566894035,-5.50588562949787,-5.42766885371818,3.57229124847569
2013-02-07,2.9733890477,3.01569184128532,2.63699834269002,2.54052191230591,-7.13078267826801,-6.1667915369163,-5.94253895778851,-10.2151545138333,-8.09832272229091,-8.01278250408261,-4.43996181168948,-3.84593193292658,-3.7823668125182,-6.18636776155,-5.33901021507714,-5.26918807343182,4.47035938949291
