"Date","Returns","Sigma2_HAR","RV_AMZN"
2014-11-07,1.0854908305,2.13155551676125,1.00281710590617
2014-11-10,1.750817048,2.14947635254956,1.13173164462599
2014-11-11,2.2614794665,1.79825160058276,1.36199726922009
2014-11-12,-0.16025127406,1.80941414857309,1.0932551740176
2014-11-13,1.5954543996,1.90861876699565,1.93042909479563
2014-11-14,3.5831648129,1.69896529610578,2.69024673233892
2014-11-17,-1.4550668049,1.87700199012584,2.00390598296584
2014-11-18,0.58195325819,2.22915147738406,1.58796688471593
2014-11-19,0.49549133655,2.12099792698827,1.43547682286593
2014-11-20,1.2249647822,2.03484925575051,1.42769282625128
2014-11-21,0.63229866264,2.02988818936685,1.86155242817487
2014-11-24,0.90490935891,1.97381383474691,1.37398600273256
2014-11-25,-0.17876296024,1.98836742214454,1.29979080590235
2014-11-26,-0.43875358178,1.79018352633768,0.83196979853814
2014-11-28,1.5199208563,1.69873207598256,1.48156262367539
2014-12-01,-3.7325773685,1.50388391251992,4.57999080604379
2014-12-02,0.09509202464,1.67659379027736,2.27931661179583
2014-12-03,-3.0063436609,2.77082417714335,3.13848710452518
2014-12-04,0.13586097957,2.29205928684637,1.92401705688603
2014-12-05,-1.3567664784,2.72109664381274,1.21432344793129
2014-12-08,-1.9160029427,2.53407019962853,2.68566491768187
2014-12-09,1.9110357422,2.32697852850658,2.67265308400622
2014-12-10,-2.1312000001,2.49581661123942,3.13163503156823
2014-12-11,0.4969918913,2.54024968944805,2.4802080742045
2014-12-12,-0.013014055184,2.66834993342107,3.4757159865994
2014-12-15,-0.40674215807,2.57338317400561,4.27990706082173
2014-12-16,-3.5972163229,3.08547793932738,4.723691678506
2014-12-17,1.2946519351,3.48207678326422,3.72459613418335
2014-12-18,-0.38476980726,3.83548904637821,2.96248244718487
2014-12-19,0.72884828551,3.65338986308784,2.11356161948076
2014-12-22,2.214071357,3.51878453063314,1.79832498064039
2014-12-23,-0.083186533539,3.15720996573527,1.47478422208289
2014-12-24,-1.0627356874,2.80746895104774,0.984735383957203
2014-12-26,1.9998019998,2.36853322965506,1.04672940659437
2014-12-29,0.95441457179,1.93738980128661,1.59369602509546
2014-12-30,-0.55762081793,1.73976916293566,1.66326657085753
2014-12-31,0.016113438687,1.82298479017768,1.50326634211069
2015-01-02,-0.58965683902,1.83061887849336,1.65824515035913
2015-01-05,-2.0517308441,1.79427831350238,2.64027556416868
2015-01-06,-2.2833316787,1.89160540881474,3.26630621848364
2015-01-07,1.0599749399,2.31764887794442,2.58330767106173
2015-01-08,0.68360029491,2.66056019371688,1.65652900261555
2015-01-09,-1.1748652066,2.59329844776929,1.74165595875785
2015-01-12,-1.8590240124,2.37890417590565,2.17632220615755
2015-01-13,1.1427198793,2.40332512322082,2.57145821362922
2015-01-14,-0.49874465631,2.45893877810984,4.13574375769734
2015-01-15,-2.155010741,2.47941119448211,2.88811880488462
2015-01-16,1.3207875936,3.05432580312796,2.4911156208828
2015-01-20,-0.44713489724,2.87089236543683,1.83717813176264
2015-01-21,2.6983139856,2.8419465495613,11.3888394334836
2015-01-22,4.3969722456,2.62851824600422,4.19572758758171
2015-01-23,0.6670533643,6.04668698723472,2.56976332869513
2015-01-26,-0.87390761546,4.24813738444923,1.82176555135071
2015-01-27,-0.93974036045,3.80518993915606,2.88236692431994
2015-01-28,-0.92583537071,3.542656594018,3.42840431644255
2015-01-29,2.5895824419,3.93242303494073,4.34594561605528
2015-01-30,13.711591506,3.21056927384352,7.93977611749884
2015-02-02,2.8037119569,3.47920049059615,6.23739689708096
2015-02-03,-0.25242132415,5.01300798673915,4.46801104512343
2015-02-04,0.33007839374,5.09451331048149,2.68768951072609
2015-02-05,2.5058259082,4.83749982373685,2.74391078932554
2015-02-06,0.10430875372,4.3116148817641,1.65145585290407
2015-02-09,-0.99390830392,4.14982991078954,2.20129232289189
2015-02-10,0.65711355801,3.17488402072618,1.78018098734738
2015-02-11,0.57507473284,2.86923242273108,1.81882402006509
2015-02-12,0.54113131082,2.46901505735537,1.22455349352873
2015-02-13,1.235517141,2.38302322893893,1.52757288004922
2015-02-17,-1.6761385957,2.06050414218566,2.05666222378644
2015-02-18,-0.54870415252,2.11789081362697,1.08120888324606
2015-02-19,1.5065484638,2.22319791045615,1.41649603298165
2015-02-20,1.2308869511,1.88870566124739,1.40185721258902
2015-02-23,-0.91747901788,1.92203747033778,1.2075399782568
2015-02-24,-0.40774451527,1.93469760519903,1.27117901610059
2015-02-25,1.790855543,1.79167865466834,1.75713328275839
2015-02-26,-0.14790980103,1.70389475954949,1.92597390444995
2015-02-27,-1.2058212057,1.89685088263605,1.20078491656195
2015-03-02,1.4454440234,1.99616086653838,1.3879755232494
2015-03-03,-0.27096757467,1.7806037217943,1.14243807118524
2015-03-04,-0.49140687961,1.83529272914519,1.58718871849411
2015-03-05,1.3351797659,1.74101144548658,1.35620632302202
2015-03-06,-1.9957197742,1.79787597396998,1.22724690857896
2015-03-09,-0.40253624138,1.64880780290191,1.37878842368175
2015-03-10,-2.390638208,1.60149101461186,2.74935594619974
2015-03-11,-0.84977402494,1.63269107927544,1.77500163018769
2015-03-12,2.148101646,2.15554972508807,1.07129649920135
2015-03-13,-0.97798204379,1.93043463611529,1.75305742962774
2015-03-16,0.74747692797,1.71569560466024,1.48935678681335
2015-03-17,-0.38301861523,1.9453878145597,1.4420648707632
2015-03-18,0.86443321143,1.88864821877285,1.72231290758711
2015-03-19,-0.50515147868,1.73448880208709,1.13279117388551
2015-03-20,1.4066016505,1.80009550820335,0.687926091932564
2015-03-23,-0.89302227288,1.65217435975484,1.62523306962644
2015-03-24,-0.27192023681,1.42107971686181,1.0702445718495
2015-03-25,-0.83669705145,1.67360814250991,2.1107239080384
2015-03-26,-0.9731507439,1.49138747341233,2.06559504613736
2015-03-27,0.87382605143,1.80279531912803,1.33174466270884
2015-03-30,1.0875431779,1.89837163046971,0.929068983594819
2015-03-31,-0.66472676799,1.7811812249393,1.46439055686058
2015-04-01,-0.49583445307,1.59795175157971,1.63321217488508
2015-04-02,0.5388178417,1.77785058190994,1.47057997446122
2015-04-06,1.286769644,1.76979514283964,1.09097379876287
2015-04-07,-0.69753872267,1.66477633298713,1.07639820337767
2015-04-08,1.8135199382,1.53860078641833,1.25786993003412
2015-04-09,0.61385099689,1.54946481429928,1.30353056538471
2015-04-10,-0.23204880863,1.5728413932491,0.916199308873143
2015-04-13,-0.075787272908,1.5476554794944,0.962742879625595
2015-04-14,0.71921749131,1.37806096436695,1.30349169565848
2015-04-15,-0.4310456753,1.37143852701121,1.11940044006005
2015-04-16,0.67544660324,1.48320115561792,1.16601572377685
2015-04-17,-2.714744586,1.41784544163166,1.1182950429224
2015-04-20,3.7144530834,1.4126546324904,1.32664921741483
2015-04-21,0.42874380633,1.42148379352609,2.57160067038642
2015-04-22,-0.35277877196,1.51214571463272,1.36708253060802
2015-04-23,0.048742945182,1.97397970688344,1.15553961930424
2015-04-24,14.131131567,1.70078466022506,4.78289973799292
2015-04-27,-1.4693327343,1.64566906310377,1.79867336883251
2015-04-28,-2.1091754833,2.9839623605402,1.83767365839731
2015-04-29,0.013975914771,2.280529032671,2.43170329485557
2015-04-30,-1.7677061744,2.20876372210142,2.05111551263595
2015-05-01,0.25842856485,2.48169857965074,1.6872769051405
2015-05-04,0.040201480442,2.48949698827037,1.66835295904846
2015-05-05,-0.43731089263,2.05861869978721,2.55255437750855
2015-05-06,-0.49621311055,2.0402049985162,2.50532737947087
2015-05-07,1.8563588641,2.348209754992,2.39997323067866
2015-05-08,1.5952961021,2.35297367087023,0.971866327131071
2015-05-11,-0.19368673475,2.37182095397756,1.99350204560463
2015-05-12,-0.42277925386,1.93131750159019,1.55051234674612
